,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2018",top_250_2018,top_500_2018,dup_2018
305,LIBERTY COMMODITIES LIMITED,3349135,,FALSE,TRUE,FALSE
306,BALFOUR BEATTY GROUP LIMITED,101073,"3,003,000",FALSE,TRUE,FALSE
307,EYGS LLP,OC301032,"2,999,394",FALSE,TRUE,FALSE
308,ICELAND FOODS LIMITED,1107406,"2,972,900",FALSE,TRUE,FALSE
309,MORGAN SINDALL GROUP PLC,521970,"2,971,500",FALSE,TRUE,FALSE
310,FGP TOPCO LIMITED,5723961,"2,970,000",FALSE,TRUE,TRUE
311,HEATHROW AIRPORT HOLDINGS LIMITED,5757208,"2,970,000",FALSE,TRUE,TRUE
312,HEATHROW (SP) LIMITED,6458621,"2,970,000",FALSE,TRUE,TRUE
313,HEATHROW FINANCE PLC,6458635,"2,970,000",FALSE,TRUE,TRUE
314,TJX UK,3094828,"2,968,600",FALSE,TRUE,FALSE
315,BELLWAY P L C,1372603,"2,957,664",FALSE,TRUE,FALSE
316,BELLWAY HOMES LIMITED,670176,"2,957,234",FALSE,TRUE,FALSE
317,QHG TRADING LLP,OC414946,"4,404,062",FALSE,TRUE,FALSE
318,ENTAIN PLC,IM004685V,"2,935,200",FALSE,TRUE,FALSE
319,GALLIFORD TRY LIMITED,836539,"2,931,600",FALSE,TRUE,FALSE
320,INTERSERVE PLC,88456,"2,904,000",FALSE,TRUE,FALSE
321,VERTEX PHARMACEUTICALS (EUROPE) LIMITED,2907620,"2,876,375",FALSE,TRUE,FALSE
322,HEATHROW AIRPORT LIMITED,1991017,"2,874,000",FALSE,TRUE,FALSE
323,MEDICLINIC INTERNATIONAL PLC,8338604,"2,870,000",FALSE,TRUE,FALSE
324,JUST GROUP PLC,8568957,"2,863,000",FALSE,TRUE,FALSE
325,BET365 GROUP LIMITED,4241161,"2,857,259",FALSE,TRUE,FALSE
326,SERCO GROUP PLC,2048608,"2,836,800",FALSE,TRUE,FALSE
327,SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED,6020283,"2,825,956",FALSE,TRUE,FALSE
328,INTERTEK GROUP PLC,4267576,"2,801,200",FALSE,TRUE,FALSE
329,VERTU MOTORS PLC,5984855,"2,796,068",FALSE,TRUE,FALSE
330,VIRGIN ATLANTIC TWO LIMITED,3552500,"2,780,600",FALSE,TRUE,TRUE
331,VIRGIN ATLANTIC LIMITED,8867781,"2,780,600",FALSE,TRUE,TRUE
332,DATATEC PLC,7817963,"2,774,236",FALSE,TRUE,FALSE
333,SENSATA TECHNOLOGIES HOLDING PLC,10900776,"2,759,896",FALSE,TRUE,FALSE
334,SIG PLC,998314,"2,741,900",FALSE,TRUE,FALSE
335,CENTRICA ENERGY MARKETING LIMITED,8807923,"2,734,800",FALSE,TRUE,FALSE
336,PEPCO GROUP LIMITED,9127609,"2,721,069",FALSE,TRUE,FALSE
337,BURBERRY GROUP PLC,3458224,"2,732,800",FALSE,TRUE,FALSE
338,VIRGIN MEDIA LIMITED,2591237,"2,719,987",FALSE,TRUE,FALSE
339,GLAXOSMITHKLINE CONSUMER TRADING SERVICES LIMITED,8114550,"2,711,150",FALSE,TRUE,FALSE
340,TATE & LYLE PUBLIC LIMITED COMPANY,76535,"2,710,000",FALSE,TRUE,FALSE
341,THE BERKELEY GROUP HOLDINGS PLC,5172586,"2,703,700",FALSE,TRUE,FALSE
342,PRAX LINDSEY OIL REFINERY LIMITED,564599,"3,295,913",FALSE,TRUE,FALSE
343,AVIVA CENTRAL SERVICES UK LIMITED,3259447,"2,658,000",FALSE,TRUE,FALSE
344,THE WALT DISNEY COMPANY LIMITED,530051,"2,640,169",FALSE,TRUE,FALSE
345,ACCENTURE (UK) LIMITED,4757301,"2,638,650",FALSE,TRUE,FALSE
346,B & M RETAIL LIMITED,1357507,"2,629,145",FALSE,TRUE,FALSE
347,JUST RETIREMENT LIMITED,5017193,"2,627,100",FALSE,TRUE,FALSE
348,SCHRODERS PLC,3909886,"2,626,400",FALSE,TRUE,FALSE
349,ARLA FOODS LIMITED,2143253,"2,620,663",FALSE,TRUE,FALSE
350,COSTCO UK HOLDINGS LIMITED,3934833,"2,613,130",FALSE,TRUE,FALSE
351,HONDA OF THE U.K. MANUFACTURING LIMITED,1887872,"2,608,166",FALSE,TRUE,FALSE
352,MARSHALL OF CAMBRIDGE (HOLDINGS) LIMITED,2051460,"2,483,942",FALSE,TRUE,FALSE
353,SSP GROUP PLC,5735966,"2,564,900",FALSE,TRUE,FALSE
354,PHOENIX GROUP HOLDINGS PLC,11606773,"2,549,000",FALSE,TRUE,FALSE
355,COSTCO WHOLESALE UK LIMITED,2635489,"2,544,541",FALSE,TRUE,FALSE
356,AVIVA INSURANCE LIMITED,SC002116,"2,537,000",FALSE,TRUE,FALSE
357,VISA EUROPE LIMITED,5139966,"2,536,336",FALSE,TRUE,FALSE
358,IWG PLC,#0078602,"2,535,400",FALSE,TRUE,FALSE
359,BRITISH AMERICAN TOBACCO EXPORTS LIMITED,5203113,"2,499,570",FALSE,TRUE,FALSE
360,BP GLOBAL INVESTMENTS LIMITED,263889,"2,494,194",FALSE,TRUE,FALSE
361,UNIVERSAL STUDIOS LIMITED,9074960,"2,487,461",FALSE,TRUE,FALSE
362,VODAFONE GROUP SERVICES LIMITED,3802001,"2,484,630",FALSE,TRUE,FALSE
363,BFS GROUP LIMITED,239718,"2,481,373",FALSE,TRUE,FALSE
364,BESTWAY SECURITIES LIMITED,9106250,"2,481,101",FALSE,TRUE,FALSE
365,MICRO FOCUS INTERNATIONAL PLC,5134647,"3,716,406",FALSE,TRUE,FALSE
366,RENTOKIL INITIAL PLC,5393279,"2,472,300",FALSE,TRUE,FALSE
367,TD SYNNEX UK LIMITED,1691472,"2,472,246",FALSE,TRUE,FALSE
368,BNK (UK) LIMITED,6527449,"2,462,910",FALSE,TRUE,FALSE
369,SVF HOLDINGS (UK) LLP,OC416165,"2,460,515",FALSE,TRUE,FALSE
370,PETREDEC (EUROPE) LIMITED,9605998,"2,457,912",FALSE,TRUE,FALSE
371,NATIONAL EXPRESS GROUP PLC,2590560,"2,450,700",FALSE,TRUE,FALSE
372,WEIR GROUP PLC(THE),SC002934,"2,449,900",FALSE,TRUE,FALSE
373,EDF ENERGY NUCLEAR GENERATION LIMITED,3076445,"2,446,000",FALSE,TRUE,FALSE
374,B.B. ENERGY TRADING LIMITED,4511776,"2,433,919",FALSE,TRUE,FALSE
375,ASOS PLC,4006623,"2,417,300",FALSE,TRUE,FALSE
376,CHIQUITA HOLDINGS LIMITED,9176675,"2,416,055",FALSE,TRUE,FALSE
377,ASOS.COM LIMITED,3584121,"2,415,288",FALSE,TRUE,FALSE
378,ERNST & YOUNG LLP,OC300001,"2,412,000",FALSE,TRUE,FALSE
379,CUMMINS LTD.,573951,"2,410,676",FALSE,TRUE,FALSE
380,TATA STEEL UK LIMITED,2280000,"2,403,000",FALSE,TRUE,FALSE
381,AVIVA LIFE HOLDINGS UK LIMITED,2403518,"2,393,750",FALSE,TRUE,FALSE
382,JET2 PLC,1295221,"2,391,800",FALSE,TRUE,FALSE
383,HUTCHISON 3G UK LIMITED,3885486,"2,379,281",FALSE,TRUE,FALSE
384,"WORLD FUEL SERVICES EUROPE, LTD.",4846814,"2,378,422",FALSE,TRUE,FALSE
385,LEX AUTOLEASE LIMITED,1090741,"2,378,144",FALSE,TRUE,FALSE
386,RIGBY GROUP (RG) PLC,3437118,"2,373,488",FALSE,TRUE,FALSE
387,INFORMA PLC,8860726,"2,369,500",FALSE,TRUE,FALSE
388,BP EXPLORATION (ANGOLA) LIMITED,615393,"2,362,888",FALSE,TRUE,FALSE
389,MACE LIMITED,2410626,"2,349,770",FALSE,TRUE,TRUE
390,MACE FINANCE LIMITED,8057308,"2,349,770",FALSE,TRUE,TRUE
391,AMAZON UK SERVICES LTD.,3223028,"2,345,057",FALSE,TRUE,FALSE
392,KPMG LLP,OC301540,"2,338,000",FALSE,TRUE,FALSE
393,FRONERI LIMITED,10136349,"2,336,790",FALSE,TRUE,FALSE
394,VOLKSWAGEN FINANCIAL SERVICES (UK) LIMITED,2835230,"2,330,189",FALSE,TRUE,FALSE
395,RCL CRUISES LTD,7366612,"2,324,567",FALSE,TRUE,FALSE
396,AMEY UK LIMITED,4736639,"2,323,087",FALSE,TRUE,TRUE
397,AMEY HOLDINGS LIMITED,5438319,"2,323,087",FALSE,TRUE,TRUE
398,CHENIERE MARKETING INTERNATIONAL LLP,OC389850,"2,303,310",FALSE,TRUE,FALSE
399,NISSAN MOTOR (GB) LIMITED,2514418,"2,302,996",FALSE,TRUE,FALSE
400,VIRGIN ATLANTIC AIRWAYS LIMITED,1600117,"2,302,700",FALSE,TRUE,FALSE
401,BUPA INSURANCE LIMITED,3956433,"2,283,118",FALSE,TRUE,FALSE
402,SSE ENERGY SUPPLY LIMITED,3757502,"2,279,100",FALSE,TRUE,FALSE
403,DEBENHAMS PLC,5448421,"2,277,000",FALSE,TRUE,FALSE
404,IMPELLAM GROUP PLC,6511961,,FALSE,TRUE,FALSE
405,MARSHALL MOTOR HOLDINGS LIMITED,2051461,"2,186,887",FALSE,TRUE,FALSE
406,ABU DHABI MARINE AREAS LIMITED,533446,"2,638,859",FALSE,TRUE,FALSE
407,CATHEXIS UK HOLDINGS LIMITED,9907825,"2,237,600",FALSE,TRUE,TRUE
408,ISG LIMITED,10081578,"2,237,600",FALSE,TRUE,TRUE
409,ALE FINANCE SERVICES LIMITED,10379989,"2,235,703",FALSE,TRUE,FALSE
410,GE AIRCRAFT ENGINE SERVICES LIMITED,2605713,"2,232,232",FALSE,TRUE,FALSE
411,KELLER GROUP PLC,2442580,"2,224,500",FALSE,TRUE,FALSE
412,OVO (S) ELECTRICITY LIMITED,4094263,,FALSE,TRUE,FALSE
413,JET2.COM LIMITED,2739537,"2,223,200",FALSE,TRUE,FALSE
414,EXXONMOBIL GAS MARKETING EUROPE LIMITED,2517230,"2,221,000",FALSE,TRUE,FALSE
415,GREENE KING LIMITED,24511,"2,176,700",FALSE,TRUE,FALSE
416,CHRYSAOR PRODUCTION (U.K.) LIMITED,524868,"2,209,700",FALSE,TRUE,FALSE
417,SPORTSDIRECT.COM RETAIL LIMITED,3406347,"2,206,501",FALSE,TRUE,FALSE
418,MITIE GROUP PLC,SC019230,"2,203,700",FALSE,TRUE,FALSE
419,DELOITTE LLP,OC303675,"2,201,000",FALSE,TRUE,FALSE
420,TRAVIS PERKINS TRADING COMPANY LIMITED,733503,"2,194,500",FALSE,TRUE,FALSE
421,OPET INTERNATIONAL LIMITED,3155798,"2,190,657",FALSE,TRUE,FALSE
422,NEXTEER UK HOLDING LTD.,9425236,"2,182,382",FALSE,TRUE,FALSE
423,TOYOTA MOTOR MANUFACTURING (UK) LIMITED,2352348,"2,177,792",FALSE,TRUE,FALSE
424,CHRYSAOR PETROLEUM COMPANY U.K. LIMITED,792712,"2,177,222",FALSE,TRUE,FALSE
425,ABBOTT EQUITY HOLDINGS UNLIMITED,4161108,"2,175,614",FALSE,TRUE,FALSE
426,FUJITSU SERVICES HOLDINGS PLC,142200,"2,175,500",FALSE,TRUE,FALSE
427,LLOYDS PHARMACY LIMITED,758153,"2,164,239",FALSE,TRUE,FALSE
428,AON GLOBAL HOLDINGS PLC,9221465,"2,161,755",FALSE,TRUE,FALSE
429,MITCHELLS & BUTLERS PLC,4551498,"2,152,000",FALSE,TRUE,FALSE
430,THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY,SC083026,"2,148,600",FALSE,TRUE,FALSE
431,RADIUS PAYMENT SOLUTIONS LIMITED,8260702,"2,148,000",FALSE,TRUE,FALSE
432,T. J. MORRIS LIMITED,1505036,"2,143,267",FALSE,TRUE,FALSE
433,MICROSOFT LIMITED,1624297,"2,138,090",FALSE,TRUE,FALSE
434,EVRAZ NORTH AMERICA PLC,8311287,"2,138,027",FALSE,TRUE,FALSE
435,LONDON STOCK EXCHANGE GROUP PLC,5369106,"2,135,000",FALSE,TRUE,FALSE
436,ABRDN PLC,SC286832,"2,131,000",FALSE,TRUE,FALSE
437,TARMAC TRADING LIMITED,453791,"2,129,800",FALSE,TRUE,FALSE
438,TUI AIRWAYS LIMITED,444359,"2,118,000",FALSE,TRUE,FALSE
439,LANCASTER PUBLIC LIMITED COMPANY,1538570,"2,117,885",FALSE,TRUE,TRUE
440,JARDINE MOTORS GROUP UK LIMITED,2470318,"2,117,885",FALSE,TRUE,TRUE
441,TOYOTA(G.B.) PLC,916634,"2,113,307",FALSE,TRUE,FALSE
442,GLAXOSMITHKLINE INTELLECTUAL PROPERTY LIMITED,8283186,"2,107,423",FALSE,TRUE,FALSE
443,EURO GARAGES LIMITED,4246195,"2,100,807",FALSE,TRUE,FALSE
444,AXA INSURANCE UK PLC,78950,"2,100,000",FALSE,TRUE,FALSE
445,AMEC FOSTER WHEELER LIMITED,1675285,"2,091,000",FALSE,TRUE,FALSE
446,ALLIANZ HOLDINGS PLC,5134436,"2,084,600",FALSE,TRUE,FALSE
447,MEGGITT PLC,432989,"2,080,600",FALSE,TRUE,FALSE
448,RUBIX LIMITED,10485684,"2,070,922",FALSE,TRUE,FALSE
449,NPOWER NORTHERN LIMITED,3432100,"2,070,000",FALSE,TRUE,FALSE
450,TUI UK TRANSPORT LIMITED,1014599,"2,065,580",FALSE,TRUE,FALSE
451,COCA-COLA EUROPACIFIC PARTNERS GREAT BRITAIN LIMITED,27173,"2,064,283",FALSE,TRUE,FALSE
452,IMPERIAL TOBACCO INTERNATIONAL LIMITED,116917,"2,062,211",FALSE,TRUE,FALSE
453,LEONARDO UK LTD,2426132,"2,058,763",FALSE,TRUE,FALSE
454,CURRYS RETAIL LIMITED,2142673,"2,057,800",FALSE,TRUE,FALSE
455,KEMBLE WATER HOLDINGS LIMITED,5819262,"2,045,200",FALSE,TRUE,FALSE
456,KEMBLE WATER FINANCE LIMITED,5819317,"2,045,100",FALSE,TRUE,FALSE
457,THAMES WATER UTILITIES LIMITED,2366661,"2,044,900",FALSE,TRUE,FALSE
458,MARLOWE HOLDINGS LIMITED,7111792,"2,042,134",FALSE,TRUE,FALSE
459,MICRON EUROPE LIMITED,2341071,"2,041,215",FALSE,TRUE,FALSE
460,WESTCOAST LIMITED,1816587,"2,024,244",FALSE,TRUE,FALSE
461,SELLAFIELD LIMITED,1002607,"2,011,000",FALSE,TRUE,FALSE
462,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,891554,"2,010,188",FALSE,TRUE,FALSE
463,ATTOCK OIL COMPANY LIMITED(THE),132501,"2,010,007",FALSE,TRUE,FALSE
464,DEPARTMENT STORES REALISATIONS LIMITED,83395,"2,006,300",FALSE,TRUE,FALSE
465,JEWSON LIMITED,348407,"2,005,415",FALSE,TRUE,FALSE
466,RIO TINTO INDONESIAN HOLDINGS LIMITED,3074852,"2,005,067",FALSE,TRUE,FALSE
467,SHOP DIRECT HOLDINGS LIMITED,5059352,"2,003,500",FALSE,TRUE,FALSE
468,NEPTUNE ENERGY GROUP LIMITED,10647707,"1,988,950",FALSE,TRUE,TRUE
469,NEPTUNE ENERGY GROUP HOLDINGS LIMITED,10647966,"1,988,950",FALSE,TRUE,TRUE
470,NEPTUNE ENERGY GROUP MIDCO LIMITED,10684661,"1,988,950",FALSE,TRUE,TRUE
471,ECO-BAT TECHNOLOGIES LIMITED,2901883,"1,984,935",FALSE,TRUE,FALSE
472,YAZAKI EUROPE LIMITED,1490660,"1,973,624",FALSE,TRUE,FALSE
473,TSB BANKING GROUP PLC,8871766,"1,966,500",FALSE,TRUE,FALSE
474,IKEA LIMITED,1986283,"1,960,221",FALSE,TRUE,FALSE
475,SHELL INTERNATIONAL PETROLEUM COMPANY LIMITED,621148,"1,958,800",FALSE,TRUE,FALSE
476,THE VERY GROUP LIMITED,4730752,"1,958,800",FALSE,TRUE,FALSE
477,EXERTIS (UK) LTD,1511931,"1,941,711",FALSE,TRUE,FALSE
478,COMPASS CONTRACT SERVICES (U.K.) LIMITED,2114954,"1,941,022",FALSE,TRUE,FALSE
479,DB GROUP SERVICES (UK) LIMITED,3077349,"1,941,000",FALSE,TRUE,FALSE
480,SKANSKA UK PLC,784752,"1,935,375",FALSE,TRUE,FALSE
481,MULLER UK & IRELAND GROUP LLP,OC384928,"1,931,989",FALSE,TRUE,FALSE
482,SCOTTISH WIDOWS GROUP LIMITED,SC199547,"1,930,495",FALSE,TRUE,FALSE
483,BMI GROUP HOLDINGS UK LIMITED,9984607,"1,921,477",FALSE,TRUE,FALSE
484,REDROW PLC,2877315,"1,920,000",FALSE,TRUE,FALSE
485,A.S. WATSON (HEALTH & BEAUTY UK) LIMITED,4051648,"53,905",FALSE,TRUE,FALSE
486,REDROW HOMES LIMITED,1990710,"1,912,600",FALSE,TRUE,FALSE
487,AMERICAN EXPRESS SERVICES EUROPE LIMITED,1833139,"1,912,082",FALSE,TRUE,FALSE
488,IMI PLC,714275,"1,907,000",FALSE,TRUE,FALSE
489,BP EXPLORATION OPERATING COMPANY LIMITED,305943,"1,888,922",FALSE,TRUE,FALSE
490,SKANSKA CONSTRUCTION UK LIMITED,191408,"1,887,628",FALSE,TRUE,FALSE
491,SPECIALITY CHEMICALS INTERNATIONAL LIMITED,10143073,"1,882,638",FALSE,TRUE,FALSE
492,RWE GENERATION UK PLC,3892782,"1,880,000",FALSE,TRUE,FALSE
493,PETROINEOS FUELS LIMITED,7003774,"1,876,254",FALSE,TRUE,FALSE
494,TRAVIS PERKINS PLUMBING & HEATING LLP,OC369329,"1,872,800",FALSE,TRUE,FALSE
495,UNILEVER UK LIMITED,334527,"1,869,092",FALSE,TRUE,FALSE
496,STERIS LIMITED,9257343,"1,868,090",FALSE,TRUE,FALSE
497,VERIZON EUROPEAN HOLDINGS LIMITED,4489658,"1,866,170",FALSE,TRUE,FALSE
498,COBHAM LIMITED,30470,"1,863,300",FALSE,TRUE,FALSE
499,BAKKAVOR GROUP PLC,10986940,"1,855,200",FALSE,TRUE,FALSE
500,SPIRIT ENERGY LIMITED,10854461,"1,854,000",FALSE,TRUE,FALSE
501,ALLSTAR BUSINESS SOLUTIONS LIMITED,2631112,"1,852,654",FALSE,TRUE,FALSE
502,CADENT GAS LIMITED,10080864,"1,852,000",FALSE,TRUE,TRUE
503,QUADGAS MIDCO LIMITED,10615396,"1,852,000",FALSE,TRUE,TRUE
504,THE SAGE GROUP PLC.,2231246,"1,846,000",FALSE,TRUE,FALSE
505,THOMAS COOK TOUR OPERATIONS LIMITED,3772199,"1,841,711",FALSE,TRUE,FALSE
506,LAING O'ROURKE PLC.,4222545,"1,841,600",FALSE,TRUE,FALSE
507,SIGNATURE AVIATION LIMITED,53688,"1,839,577",FALSE,TRUE,FALSE
508,SCC EMEA LIMITED,4279856,"1,831,837",FALSE,TRUE,FALSE
509,STATE OIL LIMITED,4112423,"1,821,176",FALSE,TRUE,FALSE
510,AGL REALISATIONS LIMITED,237511,"1,818,817",FALSE,TRUE,TRUE
511,TAVETA INVESTMENTS LIMITED,4464926,"1,818,817",FALSE,TRUE,TRUE
512,HALCYON TOPCO LIMITED,7672785,"1,896,084",FALSE,TRUE,FALSE
513,NATWEST MARKETS PLC,SC090312,"1,812,000",FALSE,TRUE,FALSE
514,INEOS SALES (UK) LIMITED,7445505,"1,803,736",FALSE,TRUE,FALSE
515,INVESTEC PLC,3633621,"1,799,820",FALSE,TRUE,FALSE
516,VESUVIUS PLC,8217766,"1,798,000",FALSE,TRUE,FALSE
517,SYNLAB BONDCO PLC,9503922,"1,793,949",FALSE,TRUE,FALSE
518,GREENE KING BREWING AND RETAILING LIMITED,3298903,"1,795,000",FALSE,TRUE,FALSE
519,FERROGLOBE PLC,9425113,"1,782,161",FALSE,TRUE,FALSE
520,WOLSELEY UK LIMITED,636445,"1,768,178",FALSE,TRUE,FALSE
521,TP ICAP FINANCE PLC,5807599,"1,763,000",FALSE,TRUE,FALSE
522,SAVILLS PLC,2122174,"1,761,400",FALSE,TRUE,FALSE
523,IPG HOLDINGS (UK) LIMITED,2353279,"1,761,127",FALSE,TRUE,FALSE
524,URENCO LIMITED,1022786,"1,757,519",FALSE,TRUE,FALSE
525,ENTSERV UK LIMITED,53419,"2,479,559",FALSE,TRUE,FALSE
526,CANADA LIFE LIMITED,973271,"1,747,500",FALSE,TRUE,FALSE
527,TOTALENERGIES E&P UK LIMITED,811900,"1,745,800",FALSE,TRUE,FALSE
528,PRICEWATERHOUSECOOPERS SERVICES LIMITED,728502,"1,743,820",FALSE,TRUE,FALSE
529,TESCO DISTRIBUTION LIMITED,2972724,"1,736,376",FALSE,FALSE,FALSE
530,UNITED UTILITIES PLC,2366616,"1,735,800",FALSE,FALSE,TRUE
531,UNITED UTILITIES GROUP PLC,6559020,"1,735,800",FALSE,FALSE,TRUE
532,PUMA ENERGY (UK) LIMITED,9156625,"1,730,227",FALSE,FALSE,FALSE
533,AGGREKO LIMITED,SC177553,"1,760,000",FALSE,FALSE,FALSE
534,SCIENSUS PHARMA SERVICES LIMITED,2759609,"1,819,673",FALSE,FALSE,FALSE
535,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,2020394,"1,581,715",FALSE,FALSE,FALSE
536,FORD RETAIL LIMITED,191596,"1,717,649",FALSE,FALSE,FALSE
537,UNITED UTILITIES WATER LIMITED,2366678,"1,716,600",FALSE,FALSE,FALSE
538,SEFE ENERGY LIMITED,3904624,"1,712,579",FALSE,FALSE,FALSE
539,WIZZ AIR HOLDINGS PLC,JE103356,"1,710,873",FALSE,FALSE,FALSE
540,TALKTALK TELECOM GROUP LIMITED,7105891,"1,708,000",FALSE,FALSE,FALSE
541,PEUGEOT MOTOR COMPANY PLC,148545,"1,707,356",FALSE,FALSE,FALSE
542,RS GROUP PLC,647788,"1,705,300",FALSE,FALSE,FALSE
543,PRIVATE OIL HOLDINGS OMAN LIMITED,329973,"1,700,266",FALSE,FALSE,FALSE
544,GALLIFORD TRY CONSTRUCTION & INVESTMENTS HOLDINGS LIMITED,4530735,"1,697,400",FALSE,FALSE,FALSE
545,SEVERN TRENT PLC,2366619,"1,694,100",FALSE,FALSE,FALSE
546,KAZ MINERALS LIMITED,5180783,"1,694,000",FALSE,FALSE,FALSE
547,J D WETHERSPOON PLC,1709784,"1,693,818",FALSE,FALSE,FALSE
548,OCEAN PARTNERS HOLDINGS LIMITED,5171663,"1,690,612",FALSE,FALSE,FALSE
549,MERLIN ENTERTAINMENTS LIMITED,8700412,"1,688,000",FALSE,FALSE,FALSE
550,MONDELEZ UK LIMITED,203663,"1,681,806",FALSE,FALSE,FALSE
551,UK POWER NETWORKS HOLDINGS LIMITED,7290590,"1,680,300",FALSE,FALSE,FALSE
552,HOLBUD GROUP LIMITED,8743631,"1,680,253",FALSE,FALSE,FALSE
553,AMERICAN EXPRESS PAYMENT SERVICES LIMITED,6301718,"1,680,060",FALSE,FALSE,FALSE
554,ARRIS GLOBAL LTD.,1672847,"1,679,859",FALSE,FALSE,FALSE
555,VIRGIN HOLDINGS LIMITED,3609453,"1,676,000",FALSE,FALSE,FALSE
556,HOLBUD LIMITED,1328840,"1,675,417",FALSE,FALSE,FALSE
557,MS AMLIN CORPORATE MEMBER LIMITED,2969411,"1,671,100",FALSE,FALSE,FALSE
558,VUKH LIMITED,3160887,"1,670,000",FALSE,FALSE,FALSE
559,JET2HOLIDAYS LIMITED,4472486,"1,651,700",FALSE,FALSE,FALSE
560,FRESNILLO PLC,6344120,"1,648,734",FALSE,FALSE,FALSE
561,MORGAN STANLEY UK LIMITED,4071123,"1,643,545",FALSE,FALSE,FALSE
562,PTT INTERNATIONAL TRADING LONDON LTD,10443326,"1,634,862",FALSE,FALSE,FALSE
563,BEAZLEY PLC,9763575,"1,633,699",FALSE,FALSE,FALSE
564,NESTLE UK LTD.,51491,"1,631,817",FALSE,FALSE,FALSE
565,BALL BEVERAGE PACKAGING EUROPE LIMITED,2554348,"1,628,173",FALSE,FALSE,FALSE
566,MITCHELLS & BUTLERS RETAIL LIMITED,24542,"1,625,000",FALSE,FALSE,FALSE
567,CLIFFORD CHANCE LLP,OC323571,"1,623,000",FALSE,FALSE,FALSE
568,HIKMA PHARMACEUTICALS PUBLIC LIMITED COMPANY,5557934,"1,622,000",FALSE,FALSE,FALSE
569,WILLIAM HILL LIMITED,4212563,,FALSE,FALSE,FALSE
570,MOTT MACDONALD GROUP LIMITED,1110949,"1,621,079",FALSE,FALSE,FALSE
571,NATIONAL GRID ELECTRICITY DISTRIBUTION PLC,9223384,"1,620,900",FALSE,FALSE,FALSE
572,AMALGAMATED HOLDINGS WILKINSON LIMITED,10687229,"1,619,605",FALSE,FALSE,FALSE
573,WILKO LIMITED,365335,"1,619,577",FALSE,FALSE,TRUE
574,"WILKINSON HARDWARE STORES, LIMITED",8856837,"1,619,577",FALSE,FALSE,TRUE
575,PETCO TRADING (UK) LIMITED,6695912,"1,619,476",FALSE,FALSE,FALSE
576,SYNTHOMER PLC,98381,"1,618,900",FALSE,FALSE,FALSE
577,PRINCES LIMITED,2328824,"1,618,259",FALSE,FALSE,FALSE
578,COMPUTACENTER (UK) LIMITED,1584718,"1,617,322",FALSE,FALSE,FALSE
579,AON OVERSEAS HOLDINGS LIMITED,8159690,"1,614,657",FALSE,FALSE,FALSE
580,NMC HEALTH PLC,7712220,"1,612,267",FALSE,FALSE,FALSE
581,BESTWAY WHOLESALE LIMITED,1207120,"1,611,557",FALSE,FALSE,FALSE
582,MOY PARK HOLDINGS (EUROPE) LIMITED,NI070325,"1,610,094",FALSE,FALSE,FALSE
583,SEVERN TRENT WATER LIMITED,2366686,"1,606,900",FALSE,FALSE,FALSE
584,SPECTRIS PLC,2025003,"1,604,200",FALSE,FALSE,FALSE
585,VEOLIA ENVIRONMENTAL SERVICES (UK) LIMITED,2215767,"1,601,702",FALSE,FALSE,FALSE
586,E D & F MAN SUGAR LIMITED,489204,"1,600,056",FALSE,FALSE,FALSE
587,ORACLE CORPORATION UK LIMITED,1782505,"1,599,794",FALSE,FALSE,FALSE
588,DIAGEO SCOTLAND LIMITED,SC000750,"1,599,000",FALSE,FALSE,FALSE
589,OCADO GROUP PLC,7098618,"1,598,800",FALSE,FALSE,FALSE
590,KAZ MINERALS SALES LIMITED,6322809,"1,596,395",FALSE,FALSE,FALSE
591,INCHCAPE RETAIL LIMITED,194561,"1,588,376",FALSE,FALSE,FALSE
592,QUADGAS HOLDCO LIMITED,10614254,"1,852,000",FALSE,FALSE,FALSE
593,AB INBEV UK LIMITED,3982132,"1,587,122",FALSE,FALSE,FALSE
594,ILLUMINA CAMBRIDGE LIMITED,3625145,"1,931,647",FALSE,FALSE,FALSE
595,UNILEVER U.K. CENTRAL RESOURCES LIMITED,29140,"1,584,943",FALSE,FALSE,FALSE
596,CNOOC PETROLEUM EUROPE LIMITED,1051137,"1,584,639",FALSE,FALSE,FALSE
597,KUEHNE + NAGEL LIMITED,1722216,"1,581,663",FALSE,FALSE,FALSE
598,JAVELIN GLOBAL COMMODITIES (UK) LTD,9489516,"1,573,887",FALSE,FALSE,FALSE
599,JAVELIN GLOBAL COMMODITIES HOLDINGS LLP,OC400202,"1,573,878",FALSE,FALSE,FALSE
600,ALLEN & OVERY LLP,OC306763,"1,573,200",FALSE,FALSE,FALSE
