,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2018",top_250_2018,top_500_2018,dup_2018
69,J.P. MORGAN CAPITAL HOLDINGS LIMITED,3871969,"12,003,135",TRUE,TRUE,FALSE
70,BUPA FINANCE PLC.,2779134,"11,859,000",TRUE,TRUE,FALSE
71,VIVO ENERGY LIMITED,11250655,"5,916,393",TRUE,TRUE,FALSE
72,OM GROUP (UK) LIMITED,3591572,"11,780,528",TRUE,TRUE,FALSE
73,KINGFISHER PLC,1664812,"11,655,000",TRUE,TRUE,FALSE
74,ALDI STORES LIMITED,2321869,"11,334,428",TRUE,TRUE,FALSE
75,NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,929027,"11,148,000",TRUE,TRUE,FALSE
76,LEGAL & GENERAL GROUP PLC,1417162,"11,103,000",TRUE,TRUE,FALSE
77,VEDANTA RESOURCES LIMITED,4740415,"10,950,945",TRUE,TRUE,FALSE
78,EG GROUP LIMITED,9826582,"10,777,449",TRUE,TRUE,TRUE
79,EG GROUP HOLDINGS LIMITED,10440046,"10,777,449",TRUE,TRUE,TRUE
80,JOHN SWIRE & SONS LIMITED,133143,"10,580,000",TRUE,TRUE,FALSE
81,CURRYS PLC,7105905,"10,531,000",TRUE,TRUE,FALSE
82,VALERO ENERGY LTD,8566216,"10,443,700",TRUE,TRUE,FALSE
83,MARKS AND SPENCER P.L.C.,214436,"10,698,200",TRUE,TRUE,TRUE
84,MARKS AND SPENCER GROUP P.L.C.,4256886,"10,698,200",TRUE,TRUE,TRUE
85,COCA-COLA EUROPACIFIC PARTNERS PLC,9717350,"10,340,000",TRUE,TRUE,FALSE
86,JOHN LEWIS PLC,233462,"10,204,000",TRUE,TRUE,TRUE
87,JOHN LEWIS PARTNERSHIP PLC,238937,"10,204,000",TRUE,TRUE,TRUE
88,INTERNATIONAL DISTRIBUTIONS SERVICES PLC,8680755,"10,172,000",TRUE,TRUE,FALSE
89,EVRAZ PLC,7784342,"10,060,000",TRUE,TRUE,FALSE
90,SHELL GLOBAL LNG LIMITED,1287989,"10,001,298",TRUE,TRUE,FALSE
91,VOLKSWAGEN GROUP UNITED KINGDOM LIMITED,514809,"9,921,900",TRUE,TRUE,FALSE
92,TECHNIPFMC PLC,9909709,"9,874,530",TRUE,TRUE,FALSE
93,THOMAS COOK GROUP PLC,6091951,"9,584,000",TRUE,TRUE,FALSE
94,CO-OPERATIVE GROUP LIMITED,IP00525R,"9,470,000",TRUE,TRUE,FALSE
95,LIBERTY GLOBAL PLC,8379990,"9,369,828",TRUE,TRUE,FALSE
96,ESURE GROUP PLC,7064312,"777,100",TRUE,TRUE,FALSE
97,BANK OF SCOTLAND PLC,SC327000,"9,278,000",TRUE,TRUE,FALSE
98,INCHCAPE PLC,609782,"9,277,000",TRUE,TRUE,FALSE
99,HBOS PLC,SC218813,"9,219,000",TRUE,TRUE,FALSE
100,CISCO INTERNATIONAL LIMITED,6640658,"9,161,657",TRUE,TRUE,FALSE
101,LEGAL AND GENERAL ASSURANCE SOCIETY LIMITED,166055,"9,112,000",TRUE,TRUE,FALSE
102,BUNZL PUBLIC LIMITED COMPANY,358948,"9,079,400",TRUE,TRUE,FALSE
103,OM RESIDUAL UK LIMITED,3591559,"8,774,000",TRUE,TRUE,FALSE
104,BRITISH GAS TRADING LIMITED,3078711,"8,741,800",TRUE,TRUE,FALSE
105,BRITISH UNITED PROVIDENT ASSOCIATION LIMITED(THE),432511,"8,728,000",TRUE,TRUE,FALSE
106,CHANEL LIMITED,203669,"8,713,871",TRUE,TRUE,FALSE
107,MELROSE INDUSTRIES PLC,9800044,"8,605,000",TRUE,TRUE,FALSE
108,SCOTTISH WIDOWS LIMITED,3196171,"8,523,000",TRUE,TRUE,FALSE
109,"PETROCHINA INTERNATIONAL (LONDON) CO., LIMITED",4410974,"8,493,876",TRUE,TRUE,FALSE
110,AON GLOBAL LIMITED,7876075,"8,440,439",TRUE,TRUE,FALSE
111,SAFEWAY STORES LIMITED,746956,"8,359,000",TRUE,TRUE,FALSE
112,SKY UK LIMITED,2906991,"8,030,000",TRUE,TRUE,FALSE
113,STAR EDUCATION INVESTMENT LIMITED,10213869,"7,951,814",TRUE,TRUE,FALSE
114,AVIVA INTERNATIONAL INSURANCE LIMITED,21487,"7,852,000",TRUE,TRUE,FALSE
115,JOHN WOOD GROUP PLC,SC036219,"7,848,276",TRUE,TRUE,FALSE
116,"ESSO PETROLEUM COMPANY,LIMITED",26538,"7,831,000",TRUE,TRUE,FALSE
117,EDF ENERGY HOLDINGS LIMITED,6930266,"7,737,000",TRUE,TRUE,FALSE
118,PETRACO OIL COMPANY LLP,OC380184,"7,652,059",TRUE,TRUE,FALSE
119,ROYAL MAIL GROUP LIMITED,4138203,"7,608,000",TRUE,TRUE,FALSE
120,G4S LIMITED,4992207,"7,512,000",TRUE,TRUE,FALSE
121,RELX PLC,77536,"7,492,000",TRUE,TRUE,FALSE
122,INEOS INDUSTRIES LIMITED,6959146,"7,433,791",TRUE,TRUE,FALSE
123,SANTANDER UK PLC,2294747,"7,430,000",TRUE,TRUE,TRUE
124,SANTANDER UK GROUP HOLDINGS PLC,8700698,"7,430,000",TRUE,TRUE,TRUE
125,PENSION INSURANCE CORPORATION PLC,5706720,"7,121,000",TRUE,TRUE,FALSE
126,TATA STEEL UK HOLDINGS LIMITED,5887351,"6,988,000",TRUE,TRUE,TRUE
127,TATA STEEL EUROPE LIMITED,5957565,"6,988,000",TRUE,TRUE,TRUE
128,GOLDMAN SACHS GROUP UK LIMITED,8657873,"6,392,043",TRUE,TRUE,FALSE
129,MORGAN STANLEY & CO. INTERNATIONAL PLC,2068222,"6,963,950",TRUE,TRUE,FALSE
130,ASTRAZENECA UK LIMITED,3674842,"6,803,000",TRUE,TRUE,FALSE
131,BOOTS UK LIMITED,928555,"6,790,000",TRUE,TRUE,FALSE
132,EE LIMITED,2382161,"6,747,000",TRUE,TRUE,FALSE
133,TRAVIS PERKINS PLC,824821,"6,740,500",TRUE,TRUE,FALSE
134,GOLDMAN SACHS INTERNATIONAL,2263951,"6,160,232",TRUE,TRUE,FALSE
135,MONDI PLC,6209386,"6,716,000",TRUE,TRUE,FALSE
136,BARCLAYS BANK UK PLC,9740322,"6,709,000",TRUE,TRUE,FALSE
137,BALFOUR BEATTY PLC,395826,"6,634,000",TRUE,TRUE,FALSE
138,SHELL U.K. LIMITED,140141,"6,606,000",TRUE,TRUE,FALSE
139,EDF ENERGY CUSTOMERS LIMITED,2228297,"6,602,500",TRUE,TRUE,FALSE
140,NETWORK RAIL INFRASTRUCTURE LIMITED,2904587,"6,587,000",TRUE,TRUE,FALSE
141,NETWORK RAIL LIMITED,4402220,"6,580,000",TRUE,TRUE,FALSE
142,SOVEREIGN GLOBAL SOLUTIONS LIMITED,8044832,"6,564,078",TRUE,TRUE,FALSE
143,RSA INSURANCE GROUP LIMITED,2339826,"6,537,000",TRUE,TRUE,FALSE
144,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,425864,"6,488,245",TRUE,TRUE,FALSE
145,CUSHMAN & WAKEFIELD PLC,11414195,"6,441,928",TRUE,TRUE,FALSE
146,FIRSTGROUP PLC,SC157176,"6,398,400",TRUE,TRUE,FALSE
147,OMV SUPPLY & TRADING LIMITED,2597025,"6,392,701",TRUE,TRUE,FALSE
148,NISSAN MOTOR MANUFACTURING (UK) LIMITED,1806912,"6,260,659",TRUE,TRUE,FALSE
149,VODAFONE LIMITED,1471587,"6,253,600",TRUE,TRUE,FALSE
150,EASYJET AIRLINE COMPANY LIMITED,3034606,"6,234,000",TRUE,TRUE,FALSE
151,WAITROSE LIMITED,99405,"6,226,100",TRUE,TRUE,FALSE
152,E D & F MAN HOLDINGS LIMITED,3909548,"6,220,358",TRUE,TRUE,FALSE
153,PENSION INSURANCE CORPORATION GROUP LIMITED,9740110,"6,144,000",TRUE,TRUE,FALSE
154,E.ON ENERGY SOLUTIONS LIMITED,3407430,"6,072,000",TRUE,TRUE,FALSE
155,O2 HOLDINGS LIMITED,2604354,"6,007,000",TRUE,TRUE,FALSE
156,SYTNER GROUP LIMITED,2883766,"5,953,756",TRUE,TRUE,FALSE
157,IMPERIAL TOBACCO OVERSEAS HOLDINGS (3) LIMITED,6141165,"5,940,771",TRUE,TRUE,FALSE
158,HONDA MOTOR EUROPE LIMITED,857969,"5,918,931",TRUE,TRUE,FALSE
159,EASYJET PLC,3959649,"5,898,000",TRUE,TRUE,FALSE
160,OCADO CENTRAL SERVICES LIMITED,9047023,"414,400",TRUE,TRUE,FALSE
161,DS SMITH PLC,1377658,"5,765,000",TRUE,TRUE,FALSE
162,CEVA GROUP LIMITED,5900853,"5,764,890",TRUE,TRUE,FALSE
163,BEAUBIEN UK FINANCE LIMITED,9717041,"5,760,666",TRUE,TRUE,FALSE
164,HAYS PLC,2150950,"5,753,300",TRUE,TRUE,FALSE
165,TELEFONICA UK LIMITED,1743099,"5,742,000",TRUE,TRUE,FALSE
166,BOOKER GROUP LIMITED,5145685,"5,660,500",TRUE,TRUE,FALSE
167,DIMENSION DATA HOLDINGS LIMITED,3704278,"8,364,986",TRUE,TRUE,FALSE
168,BMW (UK) LIMITED,1378137,"5,575,469",TRUE,TRUE,FALSE
169,EDF ENERGY LIMITED,2366852,"5,521,400",TRUE,TRUE,FALSE
170,ANGLO AMERICAN MARKETING LIMITED,405724,"5,366,212",TRUE,TRUE,FALSE
171,BARCLAYS EXECUTION SERVICES LIMITED,1767980,"5,333,378",TRUE,TRUE,FALSE
172,ARRIS INTERNATIONAL LIMITED,9551763,"5,284,201",TRUE,TRUE,FALSE
173,INTEL CORPORATION (UK) LIMITED,1134945,"5,231,788",TRUE,TRUE,FALSE
174,GERALD GROUP LIMITED,11124974,"5,197,268",TRUE,TRUE,FALSE
175,TUI UK LIMITED,2830117,"5,177,000",TRUE,TRUE,FALSE
176,VIRGIN MEDIA FINANCE PLC,5061787,"5,150,300",TRUE,TRUE,FALSE
177,NIELSEN HOLDINGS LIMITED,9422989,"5,105,799",TRUE,TRUE,FALSE
178,DELOITTE NSE LLP,OC417204,"5,065,000",TRUE,TRUE,FALSE
179,PENTLAND CAPITAL LIMITED,793577,"5,055,500",TRUE,TRUE,FALSE
180,AIRBUS OPERATIONS LIMITED,3468788,"5,018,000",TRUE,TRUE,FALSE
181,BAE SYSTEMS (OPERATIONS) LIMITED,1996687,"5,012,000",TRUE,TRUE,FALSE
182,TRANSPORT TRADING LIMITED,3914810,"5,001,300",TRUE,TRUE,FALSE
183,SCOTTISH POWER LIMITED,SC193794,"4,995,400",TRUE,TRUE,FALSE
184,SCOTTISH POWER UK PLC,SC117120,"4,993,700",TRUE,TRUE,FALSE
185,SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,3277793,"4,911,310",TRUE,TRUE,FALSE
186,MARTIN-BROWER UK LTD,1601427,"4,906,362",TRUE,TRUE,FALSE
187,LOOKERS PLC,111876,"4,879,500",TRUE,TRUE,FALSE
188,BARRATT DEVELOPMENTS P L C,604574,"4,874,800",TRUE,TRUE,FALSE
189,SCOTTISHPOWER ENERGY MANAGEMENT LIMITED,SC215843,"4,837,300",TRUE,TRUE,FALSE
190,CHEMCHINA UK LIMITED,9385489,"4,834,951",TRUE,TRUE,FALSE
191,INEOS QUATTRO HOLDINGS LIMITED,9922632,"4,817,937",TRUE,TRUE,FALSE
192,MERCEDES-BENZ CARS UK LIMITED,2448457,"4,812,236",TRUE,TRUE,FALSE
193,BUE CASPIAN LIMITED,SC137320,"4,804,624",TRUE,TRUE,FALSE
194,GALLAHER LIMITED,1501573,"4,743,300",TRUE,TRUE,FALSE
195,BABCOCK INTERNATIONAL GROUP PLC,2342138,"4,659,600",TRUE,TRUE,FALSE
196,PENDRAGON PLC,2304195,"4,627,000",TRUE,TRUE,FALSE
197,PETROFAC LTD,JE81792,"4,568,000",TRUE,TRUE,FALSE
198,BDW TRADING LIMITED,3018173,"4,544,382",TRUE,TRUE,FALSE
199,MCD EUROPE LIMITED,5206138,"4,526,379",TRUE,TRUE,FALSE
200,VIIV HEALTHCARE TRADING SERVICES UK LIMITED,6982415,"4,518,605",TRUE,TRUE,FALSE
201,KIER GROUP PLC,2708030,"4,493,300",TRUE,TRUE,FALSE
202,IMPERIAL TOBACCO LIMITED,1860181,"4,485,000",TRUE,TRUE,FALSE
203,DYSON JAMES GROUP LIMITED,7086916,"4,401,000",TRUE,TRUE,FALSE
204,COMPUTACENTER PLC,3110569,"4,352,470",TRUE,TRUE,FALSE
205,CURRYS GROUP LIMITED,504877,"4,344,000",TRUE,TRUE,FALSE
206,ESSAR ENERGY LIMITED,7108619,"4,271,016",TRUE,TRUE,FALSE
207,GUARDIAN ROYAL EXCHANGE PUBLIC LIMITED COMPANY,1821312,"4,241,000",TRUE,TRUE,FALSE
208,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"4,236,700",TRUE,TRUE,FALSE
209,BP GAS MARKETING LIMITED,908982,"4,230,569",TRUE,TRUE,FALSE
210,DRAX GROUP PLC,5562053,"4,229,000",TRUE,TRUE,FALSE
211,BRAKE BROS LIMITED,2035315,"4,192,700",TRUE,TRUE,FALSE
212,MOTABILITY OPERATIONS LIMITED,1373876,"4,178,600",TRUE,TRUE,FALSE
213,ARGOS LIMITED,1081551,"4,162,557",TRUE,TRUE,FALSE
214,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,2366977,"4,158,000",TRUE,TRUE,FALSE
215,MOTABILITY OPERATIONS GROUP PLC,6541091,"4,146,700",TRUE,TRUE,FALSE
216,BESTWAY (HOLDINGS) LIMITED,1392861,"4,133,763",TRUE,TRUE,TRUE
217,BESTWAY GROUP LIMITED,11003305,"4,133,763",TRUE,TRUE,TRUE
218,PEARSON PLC,53723,"4,129,000",TRUE,TRUE,FALSE
219,J.C.B. SERVICE,564955,"4,118,800",TRUE,TRUE,FALSE
220,SK ENERGY EUROPE LIMITED,4138778,"4,118,365",TRUE,TRUE,FALSE
221,IHS INTERNATIONAL HOLDINGS LIMITED,6643337,"4,105,948",TRUE,TRUE,FALSE
222,TAYLOR WIMPEY PLC,296805,"4,082,000",TRUE,TRUE,FALSE
223,NEXT PLC,4412362,"4,055,500",TRUE,TRUE,FALSE
224,KIER LIMITED,1611136,"4,044,700",TRUE,TRUE,FALSE
225,BRITISH GAS LIMITED,8811254,"4,025,400",TRUE,TRUE,FALSE
226,HSBC GLOBAL SERVICES (UK) LIMITED,7272547,"4,007,927",TRUE,TRUE,FALSE
227,HSBC INVESTMENT COMPANY LIMITED,4308091,"4,000,613",TRUE,TRUE,FALSE
228,TAYLOR WIMPEY UK LIMITED,1392762,"3,979,800",TRUE,TRUE,FALSE
229,CAPITA PLC,2081330,"3,918,400",TRUE,TRUE,FALSE
230,DYSON TECHNOLOGY LIMITED,1959090,"3,904,800",TRUE,TRUE,FALSE
231,ANGLO PLATINUM MARKETING LIMITED,6726161,"3,894,741",TRUE,TRUE,FALSE
232,HSBC UK BANK PLC,9928412,"3,889,000",TRUE,TRUE,FALSE
233,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"3,883,600",TRUE,TRUE,FALSE
234,ESSAR OIL (UK) LIMITED,7071400,"3,869,234",TRUE,TRUE,FALSE
235,CHRYSAOR PRODUCTION HOLDINGS LIMITED,3629601,"3,856,600",TRUE,TRUE,FALSE
236,BOOKER LIMITED,197380,"3,844,100",TRUE,TRUE,FALSE
237,SMITH & NEPHEW PLC,324357,"3,843,000",TRUE,TRUE,FALSE
238,BP OIL UK LIMITED,446915,"3,836,000",TRUE,TRUE,FALSE
239,DENTSU INTERNATIONAL LIMITED,1403668,"3,829,800",TRUE,TRUE,FALSE
240,IBM UNITED KINGDOM LIMITED,741598,"3,824,800",TRUE,TRUE,FALSE
241,BP (ABU DHABI) LIMITED,735658,"3,817,234",TRUE,TRUE,FALSE
242,INTERNATIONAL GAME TECHNOLOGY PLC,9127533,"3,784,904",TRUE,TRUE,FALSE
243,RPC GROUP LIMITED,2578443,"3,747,700",TRUE,TRUE,FALSE
244,COGNIZANT WORLDWIDE LIMITED,7195160,"3,761,690",TRUE,TRUE,FALSE
245,PERSIMMON PUBLIC LIMITED COMPANY,1818486,"3,737,600",TRUE,TRUE,FALSE
246,CERTAS ENERGY UK LIMITED,4168225,"3,720,710",TRUE,TRUE,FALSE
247,ANTOFAGASTA PLC,1627889,"3,709,326",TRUE,TRUE,FALSE
248,ASHTEAD GROUP PUBLIC LIMITED COMPANY,1807982,"3,706,000",TRUE,TRUE,FALSE
249,NPOWER LIMITED,3653277,"3,568,000",TRUE,TRUE,FALSE
250,THE SHELL COMPANY OF THAILAND LIMITED,130588,"3,540,051",TRUE,TRUE,FALSE
251,HINDUJA AUTOMOTIVE LIMITED,159177,"3,531,821",TRUE,TRUE,FALSE
252,MASH HOLDINGS LIMITED,6861426,"3,510,841",TRUE,TRUE,FALSE
253,AVIVA GROUP HOLDINGS LIMITED,1555746,"3,503,000",TRUE,TRUE,FALSE
254,THE GO-AHEAD GROUP LIMITED,2100855,"3,461,500",TRUE,TRUE,FALSE
255,AAH PHARMACEUTICALS LIMITED,123458,"3,448,301",TRUE,TRUE,FALSE
256,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"3,440,000",TRUE,TRUE,FALSE
257,AVIVA LIFE & PENSIONS UK LIMITED,3253947,"3,439,000",TRUE,TRUE,FALSE
258,SONY EUROPE LIMITED,2422874,"3,438,170",TRUE,TRUE,FALSE
259,VAUXHALL MOTORS LIMITED,135767,"3,430,800",TRUE,TRUE,FALSE
260,CHEVRON PRODUCTS UK LIMITED,3600726,"3,430,689",FALSE,TRUE,FALSE
261,INTERCONTINENTAL HOTELS GROUP PLC,5134420,"3,399,000",FALSE,TRUE,FALSE
262,B&Q LIMITED,973387,"3,386,000",FALSE,TRUE,FALSE
263,CD&R FIREFLY 4 LIMITED,9547863,"3,377,731",FALSE,TRUE,TRUE
264,CD&R FIREFLY HOLDCO LIMITED,9548683,"3,377,731",FALSE,TRUE,TRUE
265,UNIPER UK LIMITED,2796628,"3,372,000",FALSE,TRUE,FALSE
266,AUSURUS GROUP LTD,9123549,"3,369,000",FALSE,TRUE,FALSE
267,FRASERS GROUP PLC,6035106,"3,359,500",FALSE,TRUE,FALSE
268,EUROPEAN METAL RECYCLING LIMITED,2954623,"3,358,000",FALSE,TRUE,FALSE
269,E.ON UK ENERGY MARKETS LIMITED,9884706,"3,351,000",FALSE,TRUE,FALSE
270,PRIMARK STORES LIMITED,453448,"3,346,702",FALSE,TRUE,FALSE
271,GRAND VISION MEDIA HOLDINGS PLC,10028625,"3,340,494",FALSE,TRUE,FALSE
272,BOPARAN HOLDINGS LIMITED,3558065,"3,339,100",FALSE,TRUE,TRUE
273,BOPARAN HOLDCO LIMITED,7495915,"3,339,100",FALSE,TRUE,TRUE
274,INOVYN EUROPE LIMITED,10398354,"3,338,100",FALSE,TRUE,FALSE
275,CONCORD RESOURCES LIMITED,9788959,"3,324,926",FALSE,TRUE,FALSE
276,EXPERIAN PLC,JE93905,"3,324,000",FALSE,TRUE,FALSE
277,DRAX POWER LIMITED,4883589,"3,320,616",FALSE,TRUE,FALSE
278,J.C. BAMFORD EXCAVATORS LIMITED,561597,"3,308,100",FALSE,TRUE,FALSE
279,WHITBREAD GROUP PLC,29423,"3,295,100",FALSE,TRUE,TRUE
280,WHITBREAD PLC,4120344,"3,295,100",FALSE,TRUE,TRUE
281,PRICEWATERHOUSECOOPERS LLP,OC303525,"3,280,000",FALSE,TRUE,FALSE
282,DHL SUPPLY CHAIN LIMITED,528867,"3,271,825",FALSE,TRUE,FALSE
283,SEFE MARKETING & TRADING LIMITED,3768267,"3,262,720",FALSE,TRUE,FALSE
284,CINEWORLD GROUP PLC,5212407,"3,228,135",FALSE,TRUE,FALSE
285,STAGECOACH GROUP LIMITED,SC100764,"3,226,800",FALSE,TRUE,FALSE
286,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,215,009",FALSE,TRUE,FALSE
287,SMITHS GROUP PLC,137013,"3,213,000",FALSE,TRUE,FALSE
288,ITV PLC,4967001,"3,211,000",FALSE,TRUE,FALSE
289,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"3,206,000",FALSE,TRUE,FALSE
290,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,2719699,"3,188,431",FALSE,TRUE,FALSE
291,JD SPORTS FASHION PLC,1888425,"3,161,400",FALSE,TRUE,FALSE
292,VIIV HEALTHCARE UK (NO.3) LIMITED,8270754,"3,146,074",FALSE,TRUE,FALSE
293,TI FLUID SYSTEMS PLC,9402231,"3,117,695",FALSE,TRUE,FALSE
294,CITIGROUP GLOBAL MARKETS LIMITED,1763297,"3,094,828",FALSE,TRUE,FALSE
295,PERSIMMON HOMES LIMITED,4108747,"3,092,543",FALSE,TRUE,FALSE
296,U K INSURANCE LIMITED,1179980,"3,089,500",FALSE,TRUE,TRUE
297,DIRECT LINE INSURANCE GROUP PLC,2280426,"3,089,500",FALSE,TRUE,TRUE
298,BMW (UK) MANUFACTURING LIMITED,3950868,"3,080,456",FALSE,TRUE,FALSE
299,RICOH EUROPE HOLDINGS PLC,6273215,"3,078,900",FALSE,TRUE,FALSE
300,SCOTTISH EQUITABLE PLC,SC144517,"3,069,300",FALSE,TRUE,FALSE
301,BCA MARKETPLACE LIMITED,9019615,"2,431,500",FALSE,TRUE,FALSE
302,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"3,022,000",FALSE,TRUE,FALSE
303,LANNIS LIMITED,7875222,"3,016,900",FALSE,TRUE,FALSE
304,INOVYN LIMITED,8696245,"3,015,800",FALSE,TRUE,FALSE
