,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2019",top_250_2019,top_500_2019,dup_2019
42,STANDARD LIFE ASSURANCE LIMITED,SC286833,"18,471,000",TRUE,TRUE,FALSE
43,ASTRAZENECA PLC,2723534,"18,378,000",TRUE,TRUE,FALSE
44,BAE SYSTEMS PLC,1470151,"18,305,000",TRUE,TRUE,FALSE
45,WM MORRISON SUPERMARKETS LIMITED,358949,"17,735,000",TRUE,TRUE,FALSE
46,SCOTTISH EQUITABLE PLC,SC144517,"17,358,600",TRUE,TRUE,FALSE
47,EG GROUP LIMITED,9826582,"16,940,002",TRUE,TRUE,TRUE
48,EG GROUP HOLDINGS LIMITED,10440046,"16,940,002",TRUE,TRUE,TRUE
49,AVIVA INTERNATIONAL INSURANCE LIMITED,21487,"16,803,000",TRUE,TRUE,FALSE
50,ROLLS-ROYCE PLC,1003142,"16,587,000",TRUE,TRUE,TRUE
51,ROLLS-ROYCE HOLDINGS PLC,7524813,"16,587,000",TRUE,TRUE,TRUE
52,BARCLAYS BANK PLC,1026167,"16,248,000",TRUE,TRUE,FALSE
53,CARNIVAL PLC,4039524,"16,096,000",TRUE,TRUE,FALSE
54,WITTINGTON INVESTMENTS LIMITED,366054,"16,025,000",TRUE,TRUE,FALSE
55,GREENERGY FUELS HOLDINGS LIMITED,7318726,"15,924,815",TRUE,TRUE,FALSE
56,ASSOCIATED BRITISH FOODS PLC,293262,"15,824,000",TRUE,TRUE,FALSE
57,BANK OF ENGLAND ASSET PURCHASE FACILITY FUND LIMITED,6806063,"15,754,000",TRUE,TRUE,FALSE
58,NATWEST GROUP PLC,SC045551,"15,666,000",TRUE,TRUE,FALSE
59,ROTHESAY LIMITED,8668809,"15,361,000",TRUE,TRUE,FALSE
60,GREENERGY GROUP HOLDINGS III LIMITED,10673871,"15,309,454",TRUE,TRUE,FALSE
61,GREENERGY FUELS LIMITED,4058825,"14,949,079",TRUE,TRUE,FALSE
62,NATIONAL GRID PLC,4031152,"14,933,000",TRUE,TRUE,FALSE
63,NATWEST HOLDINGS LIMITED,10142224,"13,847,000",TRUE,TRUE,FALSE
64,BRITISH AIRWAYS PLC,1777777,"13,290,000",TRUE,TRUE,FALSE
65,WPP PLC,JE111714,"13,234,100",TRUE,TRUE,TRUE
66,WPP JUBILEE LIMITED,8286875,"13,234,100",TRUE,TRUE,TRUE
67,FORD MOTOR COMPANY LIMITED,235446,"12,995,000",TRUE,TRUE,FALSE
68,RECKITT BENCKISER GROUP PLC,6270876,"12,846,000",TRUE,TRUE,FALSE
69,M&G PLC,11444019,"12,510,000",TRUE,TRUE,FALSE
70,BRITISH UNITED PROVIDENT ASSOCIATION LIMITED(THE),432511,"12,316,000",TRUE,TRUE,TRUE
71,BUPA FINANCE PLC.,2779134,"12,316,000",TRUE,TRUE,TRUE
72,ALDI STORES LIMITED,2321869,"12,279,961",TRUE,TRUE,FALSE
73,STANDARD CHARTERED BANK,ZC000018,"12,216,611",TRUE,TRUE,FALSE
74,BLACKROCK LIFE LIMITED,2223202,"12,088,146",TRUE,TRUE,FALSE
75,LEGAL & GENERAL GROUP PLC,1417162,"11,685,000",TRUE,TRUE,FALSE
76,KINGFISHER PLC,1664812,"11,685,000",TRUE,TRUE,FALSE
77,PHILLIPS 66 LIMITED,529086,"11,535,273",TRUE,TRUE,FALSE
78,THE BOC GROUP LIMITED,22096,"11,529,400",TRUE,TRUE,FALSE
79,J.P. MORGAN SECURITIES PLC,2711006,"11,494,993",TRUE,TRUE,FALSE
80,NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,929027,"11,220,000",TRUE,TRUE,FALSE
81,THE PRUDENTIAL ASSURANCE COMPANY LIMITED,15454,"11,200,000",TRUE,TRUE,FALSE
82,MELROSE INDUSTRIES PLC,9800044,"10,967,000",TRUE,TRUE,FALSE
83,ST. JAMES'S PLACE UK PLC,2628062,"10,767,392",TRUE,TRUE,FALSE
84,VEDANTA RESOURCES LIMITED,4740415,"10,764,923",TRUE,TRUE,FALSE
85,JOHNSON MATTHEY PLC,33774,"10,745,000",TRUE,TRUE,FALSE
86,CISCO INTERNATIONAL LIMITED,6640658,"10,631,337",TRUE,TRUE,FALSE
87,INTERNATIONAL DISTRIBUTIONS SERVICES PLC,8680755,"10,581,000",TRUE,TRUE,FALSE
88,STANDARD CHARTERED HOLDINGS LIMITED,2426156,"10,476,262",TRUE,TRUE,FALSE
89,CURRYS PLC,7105905,"10,433,000",TRUE,TRUE,FALSE
90,JOHN LEWIS PLC,233462,"10,316,700",TRUE,TRUE,TRUE
91,JOHN LEWIS PARTNERSHIP PLC,238937,"10,316,700",TRUE,TRUE,TRUE
92,VOLKSWAGEN GROUP UNITED KINGDOM LIMITED,514809,"10,225,600",TRUE,TRUE,FALSE
93,MARKS AND SPENCER P.L.C.,214436,"10,377,300",TRUE,TRUE,TRUE
94,MARKS AND SPENCER GROUP P.L.C.,4256886,"10,377,300",TRUE,TRUE,TRUE
95,COCA-COLA EUROPACIFIC PARTNERS PLC,9717350,"10,169,000",TRUE,TRUE,FALSE
96,TECHNIPFMC PLC,9909709,"10,119,234",TRUE,TRUE,FALSE
97,HBOS PLC,SC218813,"9,591,000",TRUE,TRUE,FALSE
98,BANK OF SCOTLAND PLC,SC327000,"9,505,000",TRUE,TRUE,FALSE
99,INCHCAPE PLC,609782,"9,379,700",TRUE,TRUE,FALSE
100,BUNZL PUBLIC LIMITED COMPANY,358948,"9,326,700",TRUE,TRUE,FALSE
101,CHANEL LIMITED,203669,"9,250,301",TRUE,TRUE,FALSE
102,SKY UK LIMITED,2906991,"13,857,000",TRUE,TRUE,FALSE
103,BARCLAYS BANK UK PLC,9740322,"9,103,000",TRUE,TRUE,FALSE
104,SCOTTISH WIDOWS LIMITED,3196171,"8,991,000",TRUE,TRUE,FALSE
105,VALERO ENERGY LTD,8566216,"8,990,700",TRUE,TRUE,FALSE
106,EVRAZ PLC,7784342,"8,973,000",TRUE,TRUE,FALSE
107,BRITISH GAS TRADING LIMITED,3078711,"8,907,900",TRUE,TRUE,FALSE
108,LIBERTY GLOBAL PLC,8379990,"8,697,241",TRUE,TRUE,FALSE
109,SHELL GLOBAL LNG LIMITED,1287989,"8,657,923",TRUE,TRUE,FALSE
110,AON GLOBAL LIMITED,7876075,"8,300,422",TRUE,TRUE,FALSE
111,EDF ENERGY HOLDINGS LIMITED,6930266,"8,172,000",TRUE,TRUE,FALSE
112,ASTRAZENECA UK LIMITED,3674842,"7,950,000",TRUE,TRUE,FALSE
113,RELX PLC,77536,"7,874,000",TRUE,TRUE,FALSE
114,SAFEWAY STORES LIMITED,746956,"8,307,000",TRUE,TRUE,FALSE
115,QUILTER PLC,6404270,"7,824,000",TRUE,TRUE,FALSE
116,G4S LIMITED,4992207,"7,758,000",TRUE,TRUE,FALSE
117,ROYAL MAIL GROUP LIMITED,4138203,"7,748,000",TRUE,TRUE,FALSE
118,HSBC UK BANK PLC,9928412,"7,602,000",TRUE,TRUE,FALSE
119,"ESSO PETROLEUM COMPANY,LIMITED",26538,"7,468,000",TRUE,TRUE,FALSE
120,JOHN WOOD GROUP PLC,SC036219,"7,454,326",TRUE,TRUE,FALSE
121,SSE PLC,SC117119,"7,331,600",TRUE,TRUE,FALSE
122,EASYJET AIRLINE COMPANY LIMITED,3034606,"7,325,000",TRUE,TRUE,FALSE
123,BALFOUR BEATTY PLC,395826,"7,313,000",TRUE,TRUE,FALSE
124,J.P. MORGAN CAPITAL HOLDINGS LIMITED,3871969,"7,291,981",TRUE,TRUE,FALSE
125,SANTANDER UK GROUP HOLDINGS PLC,8700698,"7,275,000",TRUE,TRUE,FALSE
126,SANTANDER UK PLC,2294747,"7,224,000",TRUE,TRUE,FALSE
127,EDF ENERGY CUSTOMERS LIMITED,2228297,"7,201,100",TRUE,TRUE,FALSE
128,EE LIMITED,2382161,"7,149,000",TRUE,TRUE,FALSE
129,PENSION INSURANCE CORPORATION PLC,5706720,"7,136,000",TRUE,TRUE,TRUE
130,PENSION INSURANCE CORPORATION GROUP LIMITED,9740110,"7,136,000",TRUE,TRUE,TRUE
131,FIRSTGROUP PLC,SC157176,"7,126,900",TRUE,TRUE,FALSE
132,MORGAN STANLEY & CO. INTERNATIONAL PLC,2068222,"7,099,035",TRUE,TRUE,FALSE
133,TATA STEEL UK HOLDINGS LIMITED,5887351,"7,070,000",TRUE,TRUE,TRUE
134,TATA STEEL EUROPE LIMITED,5957565,"7,070,000",TRUE,TRUE,TRUE
135,TRAVIS PERKINS PLC,824821,"6,955,700",TRUE,TRUE,FALSE
136,PRECISE MORTGAGE FUNDING 2018-1B PLC,11012696,"6,714,707",TRUE,TRUE,FALSE
137,ANGLO AMERICAN MARKETING LIMITED,405724,"6,691,653",TRUE,TRUE,FALSE
138,NETWORK RAIL LIMITED,4402220,"6,676,000",TRUE,TRUE,FALSE
139,BOOTS UK LIMITED,928555,"6,667,000",TRUE,TRUE,FALSE
140,NETWORK RAIL INFRASTRUCTURE LIMITED,2904587,"6,660,000",TRUE,TRUE,FALSE
141,CUSHMAN & WAKEFIELD PLC,11414195,"6,595,568",TRUE,TRUE,FALSE
142,ESSAR ENERGY LIMITED,7108619,"6,468,390",TRUE,TRUE,FALSE
143,RSA INSURANCE GROUP LIMITED,2339826,"6,462,000",TRUE,TRUE,FALSE
144,PENTLAND CAPITAL LIMITED,793577,"6,443,200",TRUE,TRUE,FALSE
145,EASYJET PLC,3959649,"6,385,000",TRUE,TRUE,FALSE
146,WAITROSE LIMITED,99405,"6,296,700",TRUE,TRUE,FALSE
147,E D & F MAN HOLDINGS LIMITED,3909548,"6,284,936",TRUE,TRUE,FALSE
148,GOLDMAN SACHS INTERNATIONAL,2263951,"6,257,536",TRUE,TRUE,FALSE
149,VIVO ENERGY LIMITED,11250655,"6,257,000",TRUE,TRUE,FALSE
150,O2 HOLDINGS LIMITED,2604354,"6,235,000",TRUE,TRUE,FALSE
151,OMV SUPPLY & TRADING LIMITED,2597025,"6,223,591",TRUE,TRUE,FALSE
152,ABI UK HOLDING 1 LIMITED,10377840,"6,217,968",TRUE,TRUE,FALSE
153,DIMENSION DATA HOLDINGS LIMITED,3704278,"6,178,992",TRUE,TRUE,FALSE
154,NISSAN MOTOR MANUFACTURING (UK) LIMITED,1806912,"6,171,951",TRUE,TRUE,FALSE
155,DS SMITH PLC,1377658,"6,171,000",TRUE,TRUE,FALSE
156,MONDI PLC,6209386,"6,150,000",TRUE,TRUE,FALSE
157,SHELL U.K. LIMITED,140141,"6,142,000",TRUE,TRUE,FALSE
158,HAYS PLC,2150950,"6,070,500",TRUE,TRUE,FALSE
159,HONDA MOTOR EUROPE LIMITED,857969,"5,979,224",TRUE,TRUE,FALSE
160,TELEFONICA UK LIMITED,1743099,"5,976,000",TRUE,TRUE,FALSE
161,SYTNER GROUP LIMITED,2883766,"5,915,844",TRUE,TRUE,FALSE
162,EDF ENERGY LIMITED,2366852,"5,902,200",TRUE,TRUE,FALSE
163,INEOS INDUSTRIES LIMITED,6959146,"5,868,748",TRUE,TRUE,FALSE
164,BP GAS MARKETING LIMITED,908982,"5,858,643",TRUE,TRUE,FALSE
165,E.ON ENERGY SOLUTIONS LIMITED,3407430,"5,841,000",TRUE,TRUE,FALSE
166,DELOITTE NSE LLP,OC417204,"5,729,000",TRUE,TRUE,FALSE
167,BARCLAYS EXECUTION SERVICES LIMITED,1767980,"5,671,153",TRUE,TRUE,FALSE
168,BMW (UK) LIMITED,1378137,"5,666,869",TRUE,TRUE,FALSE
169,"PETROCHINA INTERNATIONAL (LONDON) CO., LIMITED",4410974,"5,635,424",TRUE,TRUE,FALSE
170,BAE SYSTEMS (OPERATIONS) LIMITED,1996687,"5,584,000",TRUE,TRUE,FALSE
171,AIRBUS OPERATIONS LIMITED,3468788,"5,525,000",TRUE,TRUE,FALSE
172,VODAFONE LIMITED,1471587,"5,512,900",TRUE,TRUE,FALSE
173,SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,3277793,"5,501,326",TRUE,TRUE,FALSE
174,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,425864,"5,422,000",TRUE,TRUE,FALSE
175,BEAUBIEN UK FINANCE LIMITED,9717041,"5,391,642",TRUE,TRUE,FALSE
176,COGNIZANT WORLDWIDE LIMITED,7195160,"5,354,616",TRUE,TRUE,FALSE
177,TRANSPORT TRADING LIMITED,3914810,"5,284,200",TRUE,TRUE,FALSE
178,MARTIN-BROWER UK LTD,1601427,"5,233,352",TRUE,TRUE,FALSE
179,VIRGIN MEDIA FINANCE PLC,5061787,"5,168,100",TRUE,TRUE,FALSE
180,BRITISH GAS LIMITED,8811254,"5,156,100",TRUE,TRUE,FALSE
181,SCOTTISH POWER UK PLC,SC117120,"5,124,500",TRUE,TRUE,TRUE
182,SCOTTISH POWER LIMITED,SC193794,"5,124,500",TRUE,TRUE,TRUE
183,INTEL CORPORATION (UK) LIMITED,1134945,"5,105,708",TRUE,TRUE,FALSE
184,MERCEDES-BENZ CARS UK LIMITED,2448457,"5,077,414",TRUE,TRUE,FALSE
185,COMPUTACENTER PLC,3110569,"5,052,779",TRUE,TRUE,FALSE
186,MANAGED PENSION FUNDS LIMITED,4486031,"5,035,489",TRUE,TRUE,FALSE
187,TUI UK LIMITED,2830117,"5,014,000",TRUE,TRUE,FALSE
188,NIELSEN HOLDINGS LIMITED,9422989,"4,897,498",TRUE,TRUE,FALSE
189,GALLAHER LIMITED,1501573,"4,841,700",TRUE,TRUE,FALSE
190,ANGLO PLATINUM MARKETING LIMITED,6726161,"4,830,895",TRUE,TRUE,FALSE
191,LOOKERS PLC,111876,"4,787,200",TRUE,TRUE,FALSE
192,BARRATT DEVELOPMENTS P L C,604574,"4,763,100",TRUE,TRUE,FALSE
193,DYSON TECHNOLOGY LIMITED,1959090,"4,760,400",TRUE,TRUE,FALSE
194,HSBC GLOBAL SERVICES (UK) LIMITED,7272547,"4,752,206",TRUE,TRUE,FALSE
195,JD SPORTS FASHION PLC,1888425,"4,717,800",TRUE,TRUE,FALSE
196,DRAX GROUP PLC,5562053,"4,713,400",TRUE,TRUE,FALSE
197,ARGOS LIMITED,1081551,"4,240,797",TRUE,TRUE,FALSE
198,AIG HOLDINGS EUROPE LIMITED,9976229,"4,531,493",TRUE,TRUE,FALSE
199,BP AMERICA LIMITED,8842913,"4,522,159",TRUE,TRUE,FALSE
200,IHSM GLOBAL HOLDINGS LTD.,11612992,"5,270,444",TRUE,TRUE,FALSE
201,PENDRAGON PLC,2304195,"4,506,100",TRUE,TRUE,FALSE
202,ASHTEAD GROUP PUBLIC LIMITED COMPANY,1807982,"4,499,600",TRUE,TRUE,FALSE
203,KIER GROUP PLC,2708030,"4,494,400",TRUE,TRUE,FALSE
204,BDW TRADING LIMITED,3018173,"4,478,707",TRUE,TRUE,FALSE
205,BABCOCK INTERNATIONAL GROUP PLC,2342138,"4,474,800",TRUE,TRUE,FALSE
206,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"4,463,100",TRUE,TRUE,FALSE
207,CD&R FIREFLY 4 LIMITED,9547863,"4,442,412",TRUE,TRUE,TRUE
208,CD&R FIREFLY HOLDCO LIMITED,9548683,"4,442,412",TRUE,TRUE,TRUE
209,CURRYS GROUP LIMITED,504877,"4,387,100",TRUE,TRUE,FALSE
210,TAYLOR WIMPEY PLC,296805,"4,341,300",TRUE,TRUE,FALSE
211,VIIV HEALTHCARE TRADING SERVICES UK LIMITED,6982415,"4,334,122",TRUE,TRUE,FALSE
212,BESTWAY GROUP LIMITED,11003305,"4,308,916",TRUE,TRUE,FALSE
213,MOTABILITY OPERATIONS LIMITED,1373876,"4,307,500",TRUE,TRUE,FALSE
214,BRAKE BROS LIMITED,2035315,"4,280,700",TRUE,TRUE,FALSE
215,MOTABILITY OPERATIONS GROUP PLC,6541091,"4,271,100",TRUE,TRUE,FALSE
216,QHG TRADING LLP,OC414946,"4,250,532",TRUE,TRUE,FALSE
217,IMPERIAL TOBACCO LIMITED,1860181,"4,228,000",TRUE,TRUE,FALSE
218,TAYLOR WIMPEY UK LIMITED,1392762,"4,218,800",TRUE,TRUE,FALSE
219,PHOENIX GROUP HOLDINGS PLC,11606773,"4,182,000",TRUE,TRUE,FALSE
220,PETROFAC LTD,JE81792,"4,168,000",TRUE,TRUE,FALSE
221,NEXT PLC,4412362,"4,167,400",TRUE,TRUE,FALSE
222,J.C.B. SERVICE,564955,"4,158,700",TRUE,TRUE,FALSE
223,DENTSU INTERNATIONAL LIMITED,1403668,"4,136,400",TRUE,TRUE,FALSE
224,INEOS QUATTRO HOLDINGS LIMITED,9922632,"4,133,198",TRUE,TRUE,FALSE
225,GERALD GROUP LIMITED,11124974,"4,126,075",TRUE,TRUE,FALSE
226,ELECTRONIC ARTS LIMITED,2057591,"159,513",TRUE,FALSE,FALSE
227,CHEMCHINA UK LIMITED,9385489,"4,072,104",TRUE,TRUE,FALSE
228,COSAN LUBES INVESTMENTS LIMITED,8018479,"4,046,296",TRUE,TRUE,FALSE
229,ABRDN PLC,SC286832,"3,993,000",TRUE,TRUE,FALSE
230,CERTAS ENERGY UK LIMITED,4168225,"3,979,348",TRUE,TRUE,FALSE
231,QUILTER LIFE & PENSIONS LIMITED,4163431,"3,962,900",TRUE,TRUE,FALSE
232,SCOTTISHPOWER ENERGY MANAGEMENT LIMITED,SC215843,"3,960,300",TRUE,TRUE,FALSE
233,KIER LIMITED,1611136,"3,955,400",TRUE,TRUE,FALSE
234,BOOKER LIMITED,197380,"3,581,300",TRUE,TRUE,FALSE
235,IBM UNITED KINGDOM LIMITED,741598,"3,894,900",TRUE,TRUE,FALSE
236,BP OIL UK LIMITED,446915,"3,892,000",TRUE,TRUE,FALSE
237,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"3,886,000",TRUE,TRUE,FALSE
238,MASH HOLDINGS LIMITED,6861426,"3,885,200",TRUE,TRUE,FALSE
239,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"3,875,600",TRUE,TRUE,FALSE
240,SMITH & NEPHEW PLC,324357,"3,872,000",TRUE,TRUE,FALSE
241,PEARSON PLC,53723,"3,869,000",TRUE,TRUE,FALSE
242,JUST GROUP PLC,8568957,"3,825,000",TRUE,TRUE,FALSE
243,THE GO-AHEAD GROUP LIMITED,2100855,"3,807,100",TRUE,TRUE,FALSE
244,DRAX POWER LIMITED,4883589,"3,780,700",TRUE,TRUE,FALSE
245,ANTOFAGASTA PLC,1627889,"3,741,709",TRUE,TRUE,FALSE
246,EXPERIAN PLC,JE93905,"3,729,000",TRUE,TRUE,FALSE
247,SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED,6020283,"3,718,666",TRUE,TRUE,FALSE
248,FRASERS GROUP PLC,6035106,"3,701,900",TRUE,TRUE,FALSE
249,CAPITA PLC,2081330,"3,678,600",TRUE,TRUE,FALSE
250,PERSIMMON PUBLIC LIMITED COMPANY,1818486,"3,649,400",TRUE,TRUE,FALSE
251,PRICEWATERHOUSECOOPERS LLP,OC303525,"3,649,000",TRUE,TRUE,FALSE
252,HINDUJA AUTOMOTIVE LIMITED,159177,"3,635,554",TRUE,TRUE,FALSE
253,VERTEX PHARMACEUTICALS (EUROPE) LIMITED,2907620,"3,616,430",TRUE,TRUE,FALSE
254,INTERNATIONAL GAME TECHNOLOGY PLC,9127533,"3,604,480",TRUE,TRUE,FALSE
255,ENTAIN PLC,IM004685V,"3,600,500",TRUE,TRUE,FALSE
256,NPOWER LIMITED,3653277,"3,598,000",TRUE,TRUE,FALSE
257,JIB GROUP LIMITED,2310981,"3,549,991",TRUE,TRUE,FALSE
258,JIB GROUP HOLDINGS LIMITED,2956529,"3,545,684",TRUE,TRUE,FALSE
259,INTERCONTINENTAL HOTELS GROUP PLC,5134420,"3,487,000",TRUE,TRUE,FALSE
260,PRIMARK STORES LIMITED,453448,"3,449,257",TRUE,TRUE,FALSE
261,VIRGIN MEDIA LIMITED,2591237,"3,448,506",TRUE,TRUE,FALSE
262,THE SHELL COMPANY OF THAILAND LIMITED,130588,"3,441,034",TRUE,TRUE,FALSE
263,GRAND VISION MEDIA HOLDINGS PLC,10028625,"3,418,216",FALSE,TRUE,FALSE
264,AAH PHARMACEUTICALS LIMITED,123458,"3,404,593",FALSE,TRUE,FALSE
265,VIVO ENERGY NAMIBIA LIMITED,1214315,"3,404,423",FALSE,TRUE,FALSE
266,BRITISH ORTHOPAEDIC ASSOCIATION,3482958,"3,387,600",FALSE,TRUE,FALSE
267,UNIPER UK LIMITED,2796628,"3,356,000",FALSE,TRUE,FALSE
268,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,2366977,"3,353,000",FALSE,TRUE,FALSE
269,JUST RETIREMENT LIMITED,5017193,"3,347,300",FALSE,TRUE,FALSE
270,BP (ABU DHABI) LIMITED,735658,"3,342,095",FALSE,TRUE,FALSE
271,ITV PLC,4967001,"3,308,000",FALSE,TRUE,FALSE
272,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,2719699,"3,297,196",FALSE,TRUE,FALSE
273,PRAX LINDSEY OIL REFINERY LIMITED,564599,"2,827,495",FALSE,TRUE,FALSE
274,CINEWORLD GROUP PLC,5212407,"3,293,413",FALSE,TRUE,FALSE
275,B&Q LIMITED,973387,"3,287,300",FALSE,TRUE,FALSE
276,SERCO GROUP PLC,2048608,"3,248,400",FALSE,TRUE,FALSE
277,J.C. BAMFORD EXCAVATORS LIMITED,561597,"3,243,100",FALSE,TRUE,FALSE
278,CONCORD RESOURCES LIMITED,9788959,"3,242,881",FALSE,TRUE,FALSE
279,BALFOUR BEATTY GROUP LIMITED,101073,"3,215,000",FALSE,TRUE,FALSE
280,BELLWAY P L C,1372603,"3,213,243",FALSE,TRUE,FALSE
281,BELLWAY HOMES LIMITED,670176,"3,213,030",FALSE,TRUE,FALSE
282,DATATEC PLC,7817963,"3,192,960",FALSE,TRUE,FALSE
283,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,177,861",FALSE,TRUE,FALSE
284,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"3,167,000",FALSE,TRUE,FALSE
285,VAUXHALL MOTORS LIMITED,135767,"3,162,800",FALSE,TRUE,FALSE
286,TJX UK,3094828,"3,157,800",FALSE,TRUE,FALSE
287,JET2 PLC,1295221,"3,143,100",FALSE,TRUE,FALSE
288,AVIVA INSURANCE LIMITED,SC002116,"3,134,000",FALSE,TRUE,FALSE
289,LIBERTY COMMODITIES LIMITED,3349135,"3,866,463",FALSE,TRUE,FALSE
290,LANNIS LIMITED,7875222,"3,084,700",FALSE,TRUE,FALSE
291,PERSIMMON HOMES LIMITED,4108747,"3,078,432",FALSE,TRUE,FALSE
292,SEFE MARKETING & TRADING LIMITED,3768267,"3,071,564",FALSE,TRUE,FALSE
293,MORGAN SINDALL GROUP PLC,521970,"3,071,300",FALSE,TRUE,FALSE
294,FGP TOPCO LIMITED,5723961,"3,070,000",FALSE,TRUE,TRUE
295,HEATHROW AIRPORT HOLDINGS LIMITED,5757208,"3,070,000",FALSE,TRUE,TRUE
296,HEATHROW (SP) LIMITED,6458621,"3,070,000",FALSE,TRUE,TRUE
297,HEATHROW FINANCE PLC,6458635,"3,070,000",FALSE,TRUE,TRUE
298,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"3,064,000",FALSE,TRUE,FALSE
299,BET365 GROUP LIMITED,4241161,"3,063,651",FALSE,TRUE,FALSE
300,DHL SUPPLY CHAIN LIMITED,528867,"3,034,233",FALSE,TRUE,FALSE
301,PEPCO GROUP LIMITED,9127609,"3,029,904",FALSE,TRUE,FALSE
302,ICELAND FOODS LIMITED,1107406,"3,022,800",FALSE,TRUE,FALSE
303,ANGLO AMERICAN INVESTMENTS (UK) LIMITED,2345060,"3,018,628",FALSE,TRUE,FALSE
304,INTERTEK GROUP PLC,4267576,"2,987,000",FALSE,TRUE,FALSE
305,U K INSURANCE LIMITED,1179980,"2,984,900",FALSE,TRUE,TRUE
