,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2021",top_250_2021,top_500_2021,dup_2021
34,LLOYDS BANK PLC,2065,"17,499,000",TRUE,TRUE,FALSE
35,JAGUAR LAND ROVER LIMITED,1672070,"16,473,000",TRUE,TRUE,FALSE
36,JOHNSON MATTHEY PLC,33774,"15,673,000",TRUE,TRUE,FALSE
37,GREENERGY FUELS HOLDINGS LIMITED,7318726,"15,552,612",TRUE,TRUE,FALSE
38,BELLIS FINCO PLC,12855336,"20,710,400",TRUE,TRUE,FALSE
39,SINOCHEM INTERNATIONAL OIL (LONDON) CO; LIMITED,2553758,"15,399,464",TRUE,TRUE,FALSE
40,INEOS INDUSTRIES LIMITED,6959146,"14,830,140",TRUE,TRUE,FALSE
41,NATIONAL GRID PLC,4031152,"14,779,000",TRUE,TRUE,FALSE
42,CENTRICA PLC,3033654,"14,744,000",TRUE,TRUE,FALSE
43,GREENERGY FUELS LIMITED,4058825,"14,539,988",TRUE,TRUE,FALSE
44,WITTINGTON INVESTMENTS LIMITED,366054,"14,079,000",TRUE,TRUE,FALSE
45,ASSOCIATED BRITISH FOODS PLC,293262,"13,884,000",TRUE,TRUE,FALSE
46,ALDI STORES LIMITED,2321869,"13,645,779",TRUE,TRUE,FALSE
47,RECKITT BENCKISER GROUP PLC,6270876,"13,234,000",TRUE,TRUE,FALSE
48,PHILLIPS 66 LIMITED,529086,"13,113,180",TRUE,TRUE,FALSE
49,WPP PLC,JE111714,"12,801,100",TRUE,TRUE,TRUE
50,WPP JUBILEE LIMITED,8286875,"12,801,100",TRUE,TRUE,TRUE
51,E.ON UK ENERGY MARKETS LIMITED,9884706,"12,778,000",TRUE,TRUE,FALSE
52,DIAGEO PLC,23307,"12,733,000",TRUE,TRUE,FALSE
53,INTERNATIONAL DISTRIBUTIONS SERVICES PLC,8680755,"12,638,000",TRUE,TRUE,FALSE
54,INEOS QUATTRO HOLDINGS LIMITED,9922632,"12,550,177",TRUE,TRUE,FALSE
55,KINGFISHER PLC,1664812,"12,343,000",TRUE,TRUE,FALSE
56,JOHN SWIRE & SONS LIMITED,133143,"12,083,000",TRUE,TRUE,FALSE
57,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,425864,"11,846,188",TRUE,TRUE,FALSE
58,ST. JAMES'S PLACE UK PLC,2628062,"11,674,300",TRUE,TRUE,FALSE
59,COCA-COLA EUROPACIFIC PARTNERS PLC,9717350,"11,567,490",TRUE,TRUE,FALSE
60,CHANEL LIMITED,203669,"11,553,635",TRUE,TRUE,FALSE
61,GREENERGY GROUP HOLDINGS III LIMITED,10673871,"11,489,814",TRUE,TRUE,FALSE
62,CO-OPERATIVE GROUP LIMITED,IP00525R,"11,472,000",TRUE,TRUE,FALSE
63,ROLLS-ROYCE PLC,1003142,"11,218,000",TRUE,TRUE,TRUE
64,ROLLS-ROYCE HOLDINGS PLC,7524813,"11,218,000",TRUE,TRUE,TRUE
65,JOHN LEWIS PLC,233462,"10,771,800",TRUE,TRUE,TRUE
66,JOHN LEWIS PARTNERSHIP PLC,238937,"10,771,800",TRUE,TRUE,TRUE
67,SHELL GLOBAL LNG LIMITED,1287989,"10,372,210",TRUE,TRUE,FALSE
68,CURRYS PLC,7105905,"10,344,000",TRUE,TRUE,FALSE
69,ASTRAZENECA UK LIMITED,3674842,"10,303,000",TRUE,TRUE,FALSE
70,BUNZL PUBLIC LIMITED COMPANY,358948,"10,285,100",TRUE,TRUE,FALSE
71,UNIPER UK LIMITED,2796628,"10,037,000",TRUE,TRUE,FALSE
72,ANGLO PLATINUM MARKETING LIMITED,6726161,"9,966,393",TRUE,TRUE,FALSE
73,EVRAZ PLC,7784342,"9,963,000",TRUE,TRUE,FALSE
74,SKY UK LIMITED,2906991,"9,815,000",TRUE,TRUE,FALSE
75,CISCO INTERNATIONAL LIMITED,6640658,"9,785,933",TRUE,TRUE,FALSE
76,J.P. MORGAN CAPITAL HOLDINGS LIMITED,3871969,"9,630,615",TRUE,TRUE,FALSE
77,NETWORK RAIL INFRASTRUCTURE LIMITED,2904587,"9,618,000",TRUE,TRUE,TRUE
78,NETWORK RAIL LIMITED,4402220,"9,618,000",TRUE,TRUE,TRUE
79,VOLKSWAGEN GROUP UNITED KINGDOM LIMITED,514809,"9,448,700",TRUE,TRUE,FALSE
80,FORD MOTOR COMPANY LIMITED,235446,"9,303,000",TRUE,TRUE,FALSE
81,RIO TINTO AUSTRALIAN HOLDINGS LIMITED,464176,"9,282,654",TRUE,TRUE,TRUE
82,RIO TINTO SOUTH EAST ASIA LIMITED,3699290,"9,282,654",TRUE,TRUE,TRUE
83,AVIVA INTERNATIONAL INSURANCE LIMITED,21487,"9,166,000",TRUE,TRUE,FALSE
84,MARKS AND SPENCER GROUP P.L.C.,4256886,"9,155,700",TRUE,TRUE,FALSE
85,BRITISH UNITED PROVIDENT ASSOCIATION LIMITED(THE),432511,"9,125,000",TRUE,TRUE,TRUE
86,BUPA FINANCE PLC.,2779134,"9,125,000",TRUE,TRUE,TRUE
87,BRITISH GAS TRADING LIMITED,3078711,"9,032,000",TRUE,TRUE,FALSE
88,VEDANTA RESOURCES LIMITED,4740415,"8,870,223",TRUE,TRUE,FALSE
89,ARAMCO TRADING LIMITED,11912176,"8,828,750",TRUE,TRUE,FALSE
90,EDF ENERGY HOLDINGS LIMITED,6930266,"8,720,000",TRUE,TRUE,FALSE
91,ROYAL MAIL GROUP LIMITED,4138203,"8,658,000",TRUE,TRUE,FALSE
92,GOLDMAN SACHS INTERNATIONAL,2263951,"8,432,329",TRUE,TRUE,FALSE
93,VALERO ENERGY LTD,8566216,"8,335,300",TRUE,TRUE,FALSE
94,COGNIZANT WORLDWIDE LIMITED,7195160,"8,297,627",TRUE,TRUE,FALSE
95,SVF HOLDINGS (UK) LLP,OC416165,"8,239,475",TRUE,TRUE,FALSE
96,BANK OF SCOTLAND PLC,SC327000,"7,938,000",TRUE,TRUE,FALSE
97,EDF ENERGY CUSTOMERS LIMITED,2228297,"7,927,000",TRUE,TRUE,FALSE
98,BLACKROCK LIFE LIMITED,2223202,"7,779,660",TRUE,TRUE,FALSE
99,LIDL GREAT BRITAIN LIMITED,2816429,"7,710,434",TRUE,TRUE,FALSE
100,INCHCAPE PLC,609782,"7,640,100",TRUE,TRUE,FALSE
101,LIBERTY GLOBAL PLC,8379990,"7,621,085",TRUE,TRUE,FALSE
102,SAFEWAY STORES LIMITED,746956,"5,486,000",TRUE,TRUE,FALSE
103,RELX PLC,77536,"7,244,000",TRUE,TRUE,FALSE
104,HSBC UK BANK PLC,9928412,"7,239,000",TRUE,TRUE,FALSE
105,BALFOUR BEATTY PLC,395826,"7,185,000",TRUE,TRUE,FALSE
106,ANGLO AMERICAN MARKETING LIMITED,405724,"7,012,483",TRUE,TRUE,FALSE
107,EE LIMITED,2382161,"6,971,000",TRUE,TRUE,FALSE
108,CUSHMAN & WAKEFIELD PLC,11414195,"6,936,096",TRUE,TRUE,FALSE
109,ROYAL INTERNATIONAL INSURANCE HOLDINGS LIMITED,111478,"6,919,700",TRUE,TRUE,FALSE
110,MELROSE INDUSTRIES PLC,9800044,"6,883,000",TRUE,TRUE,FALSE
111,WAITROSE LIMITED,99405,"6,875,000",TRUE,TRUE,FALSE
112,DELOITTE NSE LLP,OC417204,"6,857,000",TRUE,TRUE,FALSE
113,SSE PLC,SC117119,"6,826,400",TRUE,TRUE,FALSE
114,LONDON STOCK EXCHANGE GROUP PLC,5369106,"6,740,000",TRUE,TRUE,FALSE
115,COMPUTACENTER PLC,3110569,"6,725,800",TRUE,TRUE,FALSE
116,MONDI PLC,6209386,"6,491,000",TRUE,TRUE,FALSE
117,PHOENIX GROUP HOLDINGS PLC,11606773,"6,377,000",TRUE,TRUE,FALSE
118,SEFE MARKETING & TRADING LIMITED,3768267,"6,291,535",TRUE,TRUE,FALSE
119,"ESSO PETROLEUM COMPANY,LIMITED",26538,"6,268,000",TRUE,TRUE,FALSE
120,BAE SYSTEMS (OPERATIONS) LIMITED,1996687,"6,253,000",TRUE,TRUE,FALSE
121,VIVO ENERGY LIMITED,11250655,"6,249,000",TRUE,TRUE,FALSE
122,SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,3277793,"6,199,796",TRUE,TRUE,FALSE
123,JD SPORTS FASHION PLC,1888425,"6,167,300",TRUE,TRUE,FALSE
124,VMED O2 UK LIMITED,12580944,"6,158,200",TRUE,TRUE,TRUE
125,EDF ENERGY LIMITED,2366852,"6,151,000",TRUE,TRUE,FALSE
126,AMAZON UK SERVICES LTD.,3223028,"6,092,210",TRUE,TRUE,FALSE
127,DS SMITH PLC,1377658,"5,976,000",TRUE,TRUE,FALSE
128,GALLAHER LIMITED,1501573,"5,963,700",TRUE,TRUE,FALSE
129,STANDARD CHARTERED PLC,966425,"5,839,000",TRUE,TRUE,FALSE
130,BARCLAYS EXECUTION SERVICES LIMITED,1767980,"5,831,559",TRUE,TRUE,FALSE
131,GERALD GROUP LIMITED,11124974,"5,828,033",TRUE,TRUE,FALSE
132,BOOTS UK LIMITED,928555,"5,812,000",TRUE,TRUE,FALSE
133,SYTNER GROUP LIMITED,2883766,"5,797,731",TRUE,TRUE,FALSE
134,TATA STEEL EUROPE LIMITED,5957565,"5,773,000",TRUE,TRUE,FALSE
135,VMED O2 UK HOLDINGS LIMITED,13047827,"6,158,200",TRUE,TRUE,TRUE
136,HAYS PLC,2150950,"5,648,400",TRUE,TRUE,FALSE
137,ANTOFAGASTA PLC,1627889,"5,518,691",TRUE,TRUE,FALSE
138,TELEFONICA UK LIMITED,1743099,"5,485,000",TRUE,TRUE,FALSE
139,VERTEX PHARMACEUTICALS (EUROPE) LIMITED,2907620,"5,393,689",TRUE,TRUE,FALSE
140,VODAFONE LIMITED,1471587,"5,384,000",TRUE,TRUE,FALSE
141,SCOTTISH POWER UK PLC,SC117120,"5,349,700",TRUE,TRUE,TRUE
142,SCOTTISH POWER LIMITED,SC193794,"5,349,700",TRUE,TRUE,TRUE
143,MARTIN-BROWER UK LTD,1601427,"5,267,250",TRUE,TRUE,FALSE
144,FIL LIFE INSURANCE LIMITED,3406905,"5,253,847",TRUE,TRUE,FALSE
145,SHELL U.K. LIMITED,140141,"5,101,000",TRUE,TRUE,FALSE
146,E D & F MAN HOLDINGS LIMITED,3909548,"5,090,584",TRUE,TRUE,FALSE
147,DRAX GROUP PLC,5562053,"5,088,000",TRUE,TRUE,FALSE
148,IMPERIAL TOBACCO LIMITED,1860181,"5,084,000",TRUE,TRUE,FALSE
149,INTEL CORPORATION (UK) LIMITED,1134945,"5,066,575",TRUE,TRUE,FALSE
150,ASHTEAD GROUP PUBLIC LIMITED COMPANY,1807982,"5,031,100",TRUE,TRUE,FALSE
151,SONY INTERACTIVE ENTERTAINMENT NETWORK EUROPE LIMITED,6020283,"4,879,674",TRUE,TRUE,FALSE
152,M&G PLC,11444019,"4,863,000",TRUE,TRUE,FALSE
153,MICROSOFT LIMITED,1624297,"4,861,627",TRUE,TRUE,FALSE
154,BARRATT DEVELOPMENTS P L C,604574,"4,811,700",TRUE,TRUE,FALSE
155,CURRYS GROUP LIMITED,504877,"4,764,000",TRUE,TRUE,FALSE
156,BDW TRADING LIMITED,3018173,"4,741,476",TRUE,TRUE,FALSE
157,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"4,741,200",TRUE,TRUE,FALSE
158,TECHNIPFMC PLC,9909709,"4,737,958",TRUE,TRUE,FALSE
159,JOHN WOOD GROUP PLC,SC036219,"4,728,576",TRUE,TRUE,FALSE
160,AUSURUS GROUP LTD,9123549,"4,695,000",TRUE,TRUE,FALSE
161,QUILTER PLC,6404270,"4,686,000",TRUE,TRUE,FALSE
162,BMW (UK) LIMITED,1378137,"4,682,659",TRUE,TRUE,FALSE
163,EUROPEAN METAL RECYCLING LIMITED,2954623,"4,681,000",TRUE,TRUE,FALSE
164,ARGOS LIMITED,1081551,"4,676,925",TRUE,TRUE,FALSE
165,DRAX POWER LIMITED,4883589,"4,668,000",TRUE,TRUE,FALSE
166,ESSAR OIL (UK) LIMITED,7071400,"5,540,645",TRUE,TRUE,FALSE
167,FIRSTGROUP PLC,SC157176,"4,641,800",TRUE,TRUE,FALSE
168,STALLION HOLDINGS LIMITED,10483662,"4,626,660",TRUE,TRUE,FALSE
169,TRAVIS PERKINS PLC,824821,"4,586,700",TRUE,TRUE,FALSE
170,DYSON TECHNOLOGY LIMITED,1959090,"4,566,600",TRUE,TRUE,FALSE
171,PHOENIX LIFE LIMITED,1016269,"4,523,000",TRUE,TRUE,FALSE
172,MERRILL LYNCH INTERNATIONAL,2312079,"4,518,322",TRUE,TRUE,FALSE
173,IMAGINATION INDUSTRIES LTD,6890468,"4,513,000",TRUE,TRUE,TRUE
174,OVO GROUP LTD,8862063,"4,513,000",TRUE,TRUE,TRUE
175,OVO FINANCE LTD,10722770,"4,492,000",TRUE,TRUE,FALSE
176,MOTABILITY OPERATIONS LIMITED,1373876,"4,490,600",TRUE,TRUE,FALSE
177,MOTABILITY OPERATIONS GROUP PLC,6541091,"4,449,500",TRUE,TRUE,FALSE
178,RWE GENERATION UK PLC,3892782,"4,433,000",TRUE,TRUE,FALSE
179,SERCO GROUP PLC,2048608,"4,424,600",TRUE,TRUE,FALSE
180,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"4,415,000",TRUE,TRUE,FALSE
181,J.C.B. SERVICE,564955,"4,393,500",TRUE,TRUE,FALSE
182,BP GAS MARKETING LIMITED,908982,"4,353,130",TRUE,TRUE,FALSE
183,TAYLOR WIMPEY PLC,296805,"4,284,900",TRUE,TRUE,FALSE
184,TAYLOR WIMPEY UK LIMITED,1392762,"4,207,000",TRUE,TRUE,FALSE
185,BP OIL UK LIMITED,446915,"4,190,000",TRUE,TRUE,FALSE
186,BABCOCK INTERNATIONAL GROUP PLC,2342138,"4,182,700",TRUE,TRUE,FALSE
187,ESSAR ENERGY LIMITED,7108619,"4,173,743",TRUE,TRUE,FALSE
188,CD&R FIREFLY 4 LIMITED,9547863,"4,116,300",TRUE,TRUE,TRUE
189,CD&R FIREFLY HOLDCO LIMITED,9548683,"4,116,300",TRUE,TRUE,TRUE
190,B & M RETAIL LIMITED,1357507,"4,085,024",TRUE,TRUE,FALSE
191,THE GO-AHEAD GROUP LIMITED,2100855,"4,058,500",TRUE,TRUE,FALSE
192,LOOKERS PLC,111876,"4,050,700",TRUE,TRUE,FALSE
193,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"4,009,400",TRUE,TRUE,FALSE
194,GLAXOSMITHKLINE HOLDINGS LIMITED,5647873,"4,000,000",TRUE,TRUE,FALSE
195,SCOTTISH EQUITABLE PLC,SC144517,"3,966,400",TRUE,TRUE,FALSE
196,VIIV HEALTHCARE TRADING SERVICES UK LIMITED,6982415,"3,963,733",TRUE,TRUE,FALSE
197,PRICEWATERHOUSECOOPERS LLP,OC303525,"3,955,000",TRUE,TRUE,FALSE
198,CONCORD RESOURCES LIMITED,9788959,"3,951,862",TRUE,TRUE,FALSE
199,HONDA MOTOR EUROPE LIMITED,857969,"3,928,370",TRUE,TRUE,FALSE
200,NISSAN MOTOR MANUFACTURING (UK) LIMITED,1806912,"3,928,221",TRUE,TRUE,FALSE
201,AVIVA GROUP HOLDINGS LIMITED,1555746,"3,912,000",TRUE,TRUE,FALSE
202,ASOS PLC,4006623,"3,910,500",TRUE,TRUE,FALSE
203,ASOS.COM LIMITED,3584121,"3,909,322",TRUE,TRUE,FALSE
204,EXPERIAN PLC,JE93905,"3,893,000",TRUE,TRUE,FALSE
205,BOOKER LIMITED,197380,"3,889,300",TRUE,TRUE,FALSE
206,SCOTTISHPOWER ENERGY MANAGEMENT LIMITED,SC215843,"3,888,800",TRUE,TRUE,FALSE
207,GLAXOSMITHKLINE CONSUMER TRADING SERVICES LIMITED,8114550,"3,869,073",TRUE,TRUE,FALSE
208,PENSION INSURANCE CORPORATION PLC,5706720,"3,856,000",TRUE,TRUE,TRUE
209,PENSION INSURANCE CORPORATION GROUP LIMITED,9740110,"3,856,000",TRUE,TRUE,TRUE
210,SMITH & NEPHEW PLC,324357,"3,850,000",TRUE,TRUE,FALSE
211,DENTSU INTERNATIONAL LIMITED,1403668,"3,832,400",TRUE,TRUE,FALSE
212,ENTAIN PLC,IM004685V,"3,830,000",TRUE,TRUE,FALSE
213,LANNIS LIMITED,7875222,"3,776,900",TRUE,TRUE,FALSE
214,MASH HOLDINGS LIMITED,6861426,"3,770,000",TRUE,TRUE,FALSE
215,TOTALENERGIES GAS & POWER LIMITED,2172239,"3,750,989",TRUE,TRUE,FALSE
216,ICELAND FOODS LIMITED,1107406,"3,715,300",TRUE,TRUE,FALSE
217,BRITISH AIRWAYS PLC,1777777,"3,693,000",TRUE,TRUE,FALSE
218,BALFOUR BEATTY GROUP LIMITED,101073,"3,669,000",TRUE,TRUE,FALSE
219,FRASERS GROUP PLC,6035106,"3,625,300",TRUE,TRUE,FALSE
220,PERSIMMON PUBLIC LIMITED COMPANY,1818486,"3,610,500",TRUE,TRUE,FALSE
221,B&Q LIMITED,973387,"3,594,500",TRUE,TRUE,FALSE
222,EYGS LLP,OC301032,"3,594,400",TRUE,TRUE,FALSE
223,COSTCO UK HOLDINGS LIMITED,3934833,"3,581,800",TRUE,TRUE,FALSE
224,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,569,195",TRUE,TRUE,FALSE
225,INOVYN LIMITED,8696245,"3,551,521",TRUE,TRUE,FALSE
226,NEXT PLC,4412362,"3,534,400",TRUE,TRUE,FALSE
227,BP EXPLORATION COMPANY LIMITED,SC000792,"3,478,132",TRUE,TRUE,FALSE
228,WESTCOAST GROUP HOLDINGS LIMITED,13165860,"3,469,708",TRUE,TRUE,FALSE
229,QUILTER LIFE & PENSIONS LIMITED,4163431,"3,468,300",TRUE,TRUE,FALSE
230,ITV PLC,4967001,"3,453,000",TRUE,TRUE,FALSE
231,PENDRAGON PLC,2304195,"3,449,900",TRUE,TRUE,FALSE
232,J.C. BAMFORD EXCAVATORS LIMITED,561597,"3,438,300",TRUE,TRUE,FALSE
233,VIRGIN MEDIA LIMITED,2591237,"3,431,257",TRUE,TRUE,FALSE
234,LIFE TECHNOLOGIES LIMITED,SC083107,"3,428,083",TRUE,TRUE,FALSE
235,PEARSON PLC,53723,"3,428,000",TRUE,TRUE,FALSE
236,COSTCO WHOLESALE UK LIMITED,2635489,"3,353,554",TRUE,TRUE,FALSE
237,INOVYN EUROPE LIMITED,10398354,"3,340,057",TRUE,TRUE,FALSE
238,T. J. MORRIS LIMITED,1505036,"3,338,042",TRUE,TRUE,FALSE
239,CONOCOPHILLIPS (U.K.) MARKETING AND TRADING LIMITED,11738816,"3,291,602",TRUE,TRUE,FALSE
240,AAH PHARMACEUTICALS LIMITED,123458,"3,278,990",TRUE,TRUE,FALSE
241,KIER GROUP PLC,2708030,"3,261,000",TRUE,TRUE,FALSE
242,AIRBUS OPERATIONS LIMITED,3468788,"3,256,000",TRUE,TRUE,FALSE
243,MERCEDES-BENZ CARS UK LIMITED,2448457,"3,241,653",TRUE,TRUE,FALSE
244,JOINEDUP GROUP LIMITED,9839384,"2,149,317",TRUE,TRUE,FALSE
245,MORGAN SINDALL GROUP PLC,521970,"3,212,800",TRUE,TRUE,FALSE
246,RSA INSURANCE GROUP LIMITED,2339826,"3,207,000",TRUE,TRUE,FALSE
247,CAPITA PLC,2081330,"3,182,500",TRUE,TRUE,FALSE
248,BRITISH AMERICAN TOBACCO EXPORTS LIMITED,5203113,"3,175,321",TRUE,TRUE,FALSE
249,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,2719699,"3,157,267",TRUE,TRUE,FALSE
250,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"3,137,000",TRUE,TRUE,FALSE
251,BP (ABU DHABI) LIMITED,735658,"3,129,699",TRUE,TRUE,FALSE
252,BELLWAY P L C,1372603,"3,122,500",TRUE,TRUE,FALSE
253,BELLWAY HOMES LIMITED,670176,"3,119,600",TRUE,TRUE,FALSE
254,WESTCOAST LIMITED,1816587,"3,096,804",TRUE,TRUE,FALSE
255,DR. MARTENS PLC,12960219,"773,000",TRUE,FALSE,FALSE
256,PERSIMMON HOMES LIMITED,4108747,"3,064,460",TRUE,TRUE,FALSE
257,CHENIERE MARKETING INTERNATIONAL LLP,OC389850,"3,047,984",TRUE,TRUE,FALSE
258,RIGBY GROUP (RG) PLC,3437118,"3,023,402",TRUE,TRUE,FALSE
259,WINSCRIBE EUROPE LIMITED,1792924,"3,022,000",TRUE,TRUE,FALSE
260,MEDICLINIC INTERNATIONAL PLC,8338604,"2,995,000",TRUE,TRUE,FALSE
261,DELL CORPORATION LIMITED,2081369,"2,989,696",TRUE,TRUE,FALSE
262,VISA EUROPE LIMITED,5139966,"2,966,194",TRUE,TRUE,FALSE
263,SCHRODERS PLC,3909886,"2,959,500",TRUE,TRUE,FALSE
264,U K INSURANCE LIMITED,1179980,"2,957,400",FALSE,TRUE,TRUE
265,DIRECT LINE INSURANCE GROUP PLC,2280426,"2,957,400",FALSE,TRUE,TRUE
266,RENTOKIL INITIAL PLC,5393279,"2,956,600",FALSE,TRUE,FALSE
267,EXXONMOBIL GAS MARKETING EUROPE LIMITED,2517230,"2,942,000",FALSE,TRUE,FALSE
268,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"2,907,000",FALSE,TRUE,FALSE
269,NATWEST GROUP PLC,SC045551,"2,898,000",FALSE,TRUE,FALSE
270,DATATEC PLC,7817963,"2,893,957",FALSE,TRUE,FALSE
271,BMW (UK) MANUFACTURING LIMITED,3950868,"2,884,019",FALSE,TRUE,FALSE
272,AMAZON DIGITAL UK LIMITED,6528297,"2,863,093",FALSE,TRUE,FALSE
273,OCEAN PARTNERS HOLDINGS LIMITED,5171663,"2,843,143",FALSE,TRUE,FALSE
274,AIRTEL AFRICA PLC,11462215,"2,832,000",FALSE,TRUE,FALSE
275,SENSATA TECHNOLOGIES HOLDING PLC,10900776,"2,822,699",FALSE,TRUE,FALSE
276,BET365 GROUP LIMITED,4241161,"2,817,904",FALSE,TRUE,FALSE
277,CHEMCHINA UK LIMITED,9385489,"2,812,561",FALSE,TRUE,FALSE
278,TATE & LYLE PUBLIC LIMITED COMPANY,76535,"2,807,000",FALSE,TRUE,FALSE
279,INTERTEK GROUP PLC,4267576,"2,786,300",FALSE,TRUE,FALSE
280,INTEGRALIFE UK LIMITED,798365,"2,774,831",FALSE,TRUE,FALSE
281,HILTON FOOD GROUP PLC,6165540,"2,774,036",FALSE,TRUE,FALSE
282,SVF INVESTMENTS (UK) LIMITED,10726292,"2,761,328",FALSE,TRUE,FALSE
283,DHL SUPPLY CHAIN LIMITED,528867,"2,756,977",FALSE,TRUE,FALSE
284,ERNST & YOUNG LLP,OC300001,"2,754,000",FALSE,TRUE,FALSE
285,E.ON NEXT ENERGY LIMITED,3782443,"2,740,993",FALSE,TRUE,FALSE
286,SPECSAVERS OPTICAL SUPERSTORES LIMITED,1721624,"2,738,227",FALSE,TRUE,FALSE
287,MARLOWE HOLDINGS LIMITED,7111792,"2,737,823",FALSE,TRUE,FALSE
288,ENDEAVOUR MINING PLC,13280545,"2,052,379",FALSE,TRUE,FALSE
289,IBM UNITED KINGDOM LIMITED,741598,"2,728,000",FALSE,TRUE,FALSE
290,DELOITTE LLP,OC303675,"2,713,000",FALSE,TRUE,FALSE
291,QHG TRADING LLP,OC414946,"2,711,769",FALSE,TRUE,FALSE
292,VOLKSWAGEN FINANCIAL SERVICES (UK) LIMITED,2835230,"2,701,918",FALSE,TRUE,FALSE
293,RICOH EUROPE HOLDINGS PLC,6273215,"2,701,300",FALSE,TRUE,FALSE
294,VIIV HEALTHCARE UK (NO.3) LIMITED,8270754,"2,675,955",FALSE,TRUE,FALSE
295,BESTWAY WHOLESALE HOLDINGS LIMITED,13062593,"2,659,995",FALSE,TRUE,FALSE
296,TRONOX HOLDINGS PLC,11653089,"2,638,889",FALSE,TRUE,FALSE
297,ACCENTURE (UK) LIMITED,4757301,"2,611,769",FALSE,TRUE,FALSE
298,BOPARAN HOLDINGS LIMITED,3558065,"2,609,500",FALSE,TRUE,TRUE
299,BOPARAN HOLDCO LIMITED,7495915,"2,609,500",FALSE,TRUE,TRUE
300,BRAKE BROS LIMITED,2035315,"2,602,000",FALSE,TRUE,FALSE
301,PRAX LINDSEY OIL REFINERY LIMITED,564599,"3,024,356",FALSE,TRUE,FALSE
302,NIELSEN HOLDINGS LIMITED,9422989,"2,585,697",FALSE,TRUE,FALSE
303,CERTAS ENERGY UK LIMITED,4168225,"2,583,202",FALSE,TRUE,FALSE
