,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2016",top_250_2016,top_500_2016,dup_2016
88,INTERNATIONAL DISTRIBUTIONS SERVICES PLC,8680755,"9,251,000",TRUE,TRUE,FALSE
89,SHIRE PLC,JE99854,"9,236,991",TRUE,TRUE,FALSE
90,ROTHESAY LIFE PLC,6127279,"8,977,000",TRUE,TRUE,FALSE
91,ROTHESAY LIMITED,8668809,"8,975,000",TRUE,TRUE,FALSE
92,CISCO INTERNATIONAL LIMITED,6640658,"8,937,448",TRUE,TRUE,FALSE
93,GKN HOLDINGS LIMITED,66549,"8,822,000",TRUE,TRUE,TRUE
94,GKN LIMITED,4191106,"8,822,000",TRUE,TRUE,TRUE
95,LEGAL & GENERAL GROUP PLC,1417162,"8,756,000",TRUE,TRUE,FALSE
96,ALDI STORES LIMITED,2321869,"8,744,385",TRUE,TRUE,FALSE
97,J.P. MORGAN CAPITAL HOLDINGS LIMITED,3871969,"8,551,629",TRUE,TRUE,FALSE
98,PHILLIPS 66 LIMITED,529086,"8,465,067",TRUE,TRUE,FALSE
99,SANTANDER UK PLC,2294747,"8,098,000",TRUE,TRUE,TRUE
100,SANTANDER UK GROUP HOLDINGS PLC,8700698,"8,098,000",TRUE,TRUE,TRUE
101,SAFEWAY LIMITED,1299733,"7,942,000",TRUE,TRUE,FALSE
102,BUPA FINANCE PLC.,2779134,"7,990,400",TRUE,TRUE,FALSE
103,SAFEWAY STORES LIMITED,746956,"7,884,000",TRUE,TRUE,FALSE
104,NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,929027,"7,975,000",TRUE,TRUE,FALSE
105,JOHN SWIRE & SONS LIMITED,133143,"7,961,000",TRUE,TRUE,FALSE
106,INCHCAPE PLC,609782,"7,838,400",TRUE,TRUE,FALSE
107,COCA-COLA EUROPACIFIC PARTNERS PLC,9717350,"7,813,329",TRUE,TRUE,FALSE
108,THOMAS COOK GROUP PLC,6091951,"7,812,000",TRUE,TRUE,FALSE
109,SKY UK LIMITED,2906991,"7,792,000",TRUE,TRUE,FALSE
110,ROYAL MAIL GROUP LIMITED,4138203,"7,675,000",TRUE,TRUE,FALSE
111,G4S LIMITED,4992207,"7,590,000",TRUE,TRUE,FALSE
112,EDF ENERGY HOLDINGS LIMITED,6930266,"7,588,000",TRUE,TRUE,FALSE
113,VEDANTA RESOURCES LIMITED,4740415,"7,467,246",TRUE,TRUE,FALSE
114,J.P. MORGAN SECURITIES PLC,2711006,"7,448,991",TRUE,TRUE,FALSE
115,BUNZL PUBLIC LIMITED COMPANY,358948,"7,429,100",TRUE,TRUE,FALSE
116,SCOTTISH WIDOWS LIMITED,3196171,"7,233,000",TRUE,TRUE,FALSE
117,BALFOUR BEATTY PLC,395826,"6,923,000",TRUE,TRUE,FALSE
118,RELX PLC,77536,"6,895,000",TRUE,TRUE,TRUE
119,RELX GROUP PLC,2746616,"6,895,000",TRUE,TRUE,TRUE
120,BOOTS UK LIMITED,928555,"6,876,000",TRUE,TRUE,FALSE
121,ASTRAZENECA UK LIMITED,3674842,"6,851,000",TRUE,TRUE,FALSE
122,TATA STEEL UK HOLDINGS LIMITED,5887351,"6,762,000",TRUE,TRUE,TRUE
123,TATA STEEL EUROPE LIMITED,5957565,"6,762,000",TRUE,TRUE,TRUE
124,BAE SYSTEMS (OPERATIONS) LIMITED,1996687,"6,721,000",TRUE,TRUE,FALSE
125,PETROFAC LTD,JE81792,"6,381,000",TRUE,TRUE,FALSE
126,RSA INSURANCE GROUP LIMITED,2339826,"6,340,000",TRUE,TRUE,FALSE
127,E D & F MAN HOLDINGS LIMITED,3909548,"6,328,518",TRUE,TRUE,FALSE
128,EE LIMITED,2382161,,TRUE,TRUE,FALSE
129,EVRAZ PLC,7784342,"6,251,000",TRUE,TRUE,FALSE
130,E.ON ENERGY SOLUTIONS LIMITED,3407430,"6,248,000",TRUE,TRUE,FALSE
131,MERCEDES-BENZ CARS UK LIMITED,2448457,"6,240,507",TRUE,TRUE,FALSE
132,TRAVIS PERKINS PLC,824821,"6,217,200",TRUE,TRUE,FALSE
133,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,425864,"6,214,135",TRUE,TRUE,FALSE
134,UNIPEC U.K. CO. LIMITED,3138679,"6,211,442",TRUE,TRUE,FALSE
135,EDF ENERGY LIMITED,2366852,"6,191,900",TRUE,TRUE,FALSE
136,VODAFONE LIMITED,1471587,"6,183,500",TRUE,TRUE,FALSE
137,NETWORK RAIL INFRASTRUCTURE LIMITED,2904587,"6,138,000",TRUE,TRUE,FALSE
138,VALERO ENERGY LTD,8566216,"6,109,300",TRUE,TRUE,FALSE
139,NETWORK RAIL LIMITED,4402220,"6,098,000",TRUE,TRUE,FALSE
140,SHELL GLOBAL LNG LIMITED,1287989,"6,001,610",TRUE,TRUE,FALSE
141,"PETROCHINA INTERNATIONAL (LONDON) CO., LIMITED",4410974,"5,988,157",TRUE,TRUE,FALSE
142,EDF ENERGY CUSTOMERS LIMITED,2228297,"5,971,300",TRUE,TRUE,FALSE
143,WAITROSE LIMITED,99405,"5,966,600",TRUE,TRUE,FALSE
144,NOBLE CLEAN FUELS LIMITED,6810620,"5,911,599",TRUE,TRUE,FALSE
145,BMW (UK) LIMITED,1378137,"5,822,266",TRUE,TRUE,FALSE
146,CARNIVAL PLC,4039524,"5,804,000",TRUE,TRUE,FALSE
147,PENSION INSURANCE CORPORATION GROUP LIMITED,9740110,"5,794,000",TRUE,TRUE,FALSE
148,MONDI PLC,6209386,"5,699,000",TRUE,TRUE,FALSE
149,HSBC INVESTMENT COMPANY LIMITED,4308091,"5,561,261",TRUE,TRUE,FALSE
150,ARRIS INTERNATIONAL LIMITED,9551763,"5,535,028",TRUE,TRUE,FALSE
151,AMEC FOSTER WHEELER LIMITED,1675285,"5,440,000",TRUE,TRUE,FALSE
152,SCOTTISH POWER UK PLC,SC117120,"5,422,500",TRUE,TRUE,TRUE
153,SCOTTISH POWER LIMITED,SC193794,"5,422,500",TRUE,TRUE,TRUE
154,GOLDMAN SACHS INTERNATIONAL,2263951,"5,307,992",TRUE,TRUE,FALSE
155,TELEFONICA UK LIMITED,1743099,"5,241,000",TRUE,TRUE,FALSE
156,FIRSTGROUP PLC,SC157176,"5,218,100",TRUE,TRUE,FALSE
157,NISSAN MOTOR MANUFACTURING (UK) LIMITED,1806912,"5,188,988",TRUE,TRUE,FALSE
158,CEVA GROUP LIMITED,5900853,"5,139,875",TRUE,TRUE,FALSE
159,NIELSEN HOLDINGS LIMITED,9422989,"5,113,471",TRUE,TRUE,FALSE
160,MTC PENGXIN HOLDINGS LLP,OC411217,"3,380,584",TRUE,TRUE,FALSE
161,DTZ UK GUARANTOR LIMITED,9187412,"5,037,851",TRUE,TRUE,FALSE
162,SSE ENERGY SUPPLY LIMITED,3757502,"5,001,000",TRUE,TRUE,FALSE
163,BOOKER GROUP LIMITED,5145685,"4,991,500",TRUE,TRUE,FALSE
164,DIMENSION DATA HOLDINGS LIMITED,3704278,"5,659,436",TRUE,TRUE,FALSE
165,TRANSPORT TRADING LIMITED,3914810,"4,917,400",TRUE,TRUE,FALSE
166,CAPITA PLC,2081330,"4,909,200",TRUE,TRUE,FALSE
167,"ESSO PETROLEUM COMPANY,LIMITED",26538,"4,882,000",TRUE,TRUE,FALSE
168,PETRACO OIL COMPANY LLP,OC380184,"5,249,197",TRUE,TRUE,FALSE
169,GALLAHER LIMITED,1501573,"4,827,000",TRUE,TRUE,FALSE
170,SYTNER GROUP LIMITED,2883766,"4,811,947",TRUE,TRUE,FALSE
171,EASYJET AIRLINE COMPANY LIMITED,3034606,"4,728,000",TRUE,TRUE,FALSE
172,VIRGIN MEDIA FINANCE PLC,5061787,"4,686,100",TRUE,TRUE,FALSE
173,EASYJET PLC,3959649,"4,669,000",TRUE,TRUE,FALSE
174,IMPERIAL TOBACCO LIMITED,1860181,"4,617,000",TRUE,TRUE,FALSE
175,INEOS INDUSTRIES LIMITED,6959146,"4,592,608",TRUE,TRUE,FALSE
176,AIRBUS OPERATIONS LIMITED,3468788,"4,590,000",TRUE,TRUE,FALSE
177,PEARSON PLC,53723,"4,552,000",TRUE,TRUE,FALSE
178,DATATEC PLC,7817963,"4,540,574",TRUE,TRUE,FALSE
179,PENDRAGON PLC,2304195,"4,537,000",TRUE,TRUE,FALSE
180,INTEL CORPORATION (UK) LIMITED,1134945,"4,506,714",TRUE,TRUE,FALSE
181,SHELL U.K. LIMITED,140141,"4,449,000",TRUE,TRUE,FALSE
182,PALMER & HARVEY (HOLDINGS) PLC,6470058,"4,435,100",TRUE,TRUE,FALSE
183,TUI UK LIMITED,2830117,"4,428,000",TRUE,TRUE,FALSE
184,OMV SUPPLY & TRADING LIMITED,2597025,"4,415,943",TRUE,TRUE,FALSE
185,CARILLION PLC,3782379,"4,394,900",TRUE,TRUE,FALSE
186,PALMER & HARVEY MCLANE LIMITED,1874153,"4,388,300",TRUE,TRUE,FALSE
187,LOOKERS PLC,111876,"4,281,700",TRUE,TRUE,FALSE
188,CURRYS GROUP LIMITED,504877,"4,237,900",TRUE,TRUE,FALSE
189,BARRATT DEVELOPMENTS P L C,604574,"4,235,200",TRUE,TRUE,FALSE
190,HOME RETAIL GROUP LIMITED,5863533,"4,234,700",TRUE,TRUE,FALSE
191,HAYS PLC,2150950,"4,231,400",TRUE,TRUE,FALSE
192,MOTABILITY OPERATIONS LIMITED,1373876,"4,179,155",TRUE,TRUE,FALSE
193,INTERNATIONAL GAME TECHNOLOGY PLC,9127533,"4,177,254",TRUE,TRUE,FALSE
194,NEXT PLC,4412362,"4,176,900",TRUE,TRUE,FALSE
195,MARTIN-BROWER UK HOLDINGS LTD.,7972753,"4,169,036",TRUE,TRUE,FALSE
196,BABCOCK INTERNATIONAL GROUP PLC,2342138,"4,158,400",TRUE,TRUE,FALSE
197,MOTABILITY OPERATIONS GROUP PLC,6541091,"4,151,800",TRUE,TRUE,FALSE
198,BARCLAYS EXECUTION SERVICES LIMITED,1767980,"4,135,504",TRUE,TRUE,FALSE
199,KIER GROUP PLC,2708030,"4,112,300",TRUE,TRUE,FALSE
200,ANGLO AMERICAN MARKETING LIMITED,405724,"4,082,428",TRUE,TRUE,FALSE
201,DS SMITH PLC,1377658,"4,066,000",TRUE,TRUE,FALSE
202,HONDA MOTOR EUROPE LIMITED,857969,"4,056,096",TRUE,TRUE,FALSE
203,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,2366977,"3,979,000",TRUE,TRUE,FALSE
204,GUARDIAN ROYAL EXCHANGE PUBLIC LIMITED COMPANY,1821312,"3,972,000",TRUE,TRUE,FALSE
205,BDW TRADING LIMITED,3018173,"3,932,595",TRUE,TRUE,FALSE
206,ARGOS LIMITED,1081551,"3,930,104",TRUE,TRUE,FALSE
207,VAUXHALL MOTORS LIMITED,135767,"1,959,700",TRUE,TRUE,FALSE
208,IBM UNITED KINGDOM LIMITED,741598,"3,899,200",TRUE,TRUE,FALSE
209,STAGECOACH GROUP LIMITED,SC100764,"3,871,100",TRUE,TRUE,FALSE
210,KIER LIMITED,1611136,"3,867,300",TRUE,TRUE,FALSE
211,INEOS QUATTRO HOLDINGS LIMITED,9922632,"3,823,851",TRUE,TRUE,FALSE
212,SMITH & NEPHEW PLC,324357,"3,784,000",TRUE,TRUE,FALSE
213,BOOKER LIMITED,197380,"3,767,000",TRUE,TRUE,FALSE
214,MERRILL LYNCH INTERNATIONAL,2312079,"3,742,908",TRUE,TRUE,FALSE
215,AIG EUROPE LIMITED,1486260,"3,720,800",TRUE,TRUE,FALSE
216,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"3,712,000",TRUE,TRUE,FALSE
217,B&Q LIMITED,973387,"3,704,000",TRUE,TRUE,FALSE
218,TAYLOR WIMPEY PLC,296805,"3,676,200",TRUE,TRUE,FALSE
219,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"3,662,455",TRUE,TRUE,FALSE
220,CNOOC UK LIMITED,8391492,"3,627,006",TRUE,TRUE,FALSE
221,TAYLOR WIMPEY UK LIMITED,1392762,"3,566,543",TRUE,TRUE,FALSE
222,ESSAR OIL (UK) LIMITED,7071400,"3,471,697",TRUE,TRUE,FALSE
223,PRICEWATERHOUSECOOPERS LLP,OC303525,"3,437,000",TRUE,TRUE,FALSE
224,GLAXOSMITHKLINE INTELLECTUAL PROPERTY LIMITED,8283186,"3,430,942",TRUE,TRUE,FALSE
225,ARGENTEX LLP,OC369106,"3,406,497",TRUE,TRUE,FALSE
226,CERTAS ENERGY UK LIMITED,4168225,"3,399,452",TRUE,TRUE,FALSE
227,NPOWER LIMITED,3653277,"3,365,000",TRUE,TRUE,FALSE
228,THE GO-AHEAD GROUP LIMITED,2100855,"3,361,300",TRUE,TRUE,FALSE
229,JOHN WOOD GROUP PLC,SC036219,"3,339,763",TRUE,TRUE,FALSE
230,SONY INTERACTIVE ENTERTAINMENT EUROPE LIMITED,3277793,"3,284,908",TRUE,TRUE,FALSE
231,AAH PHARMACEUTICALS LIMITED,123458,"3,246,554",TRUE,TRUE,FALSE
232,COMPUTACENTER PLC,3110569,"3,245,397",TRUE,TRUE,FALSE
233,INTERSERVE PLC,88456,"3,244,600",TRUE,TRUE,FALSE
234,AIR BERLIN PLC,5643814,"3,238,438",TRUE,TRUE,FALSE
235,BALFOUR BEATTY GROUP LIMITED,101073,"3,225,000",TRUE,TRUE,FALSE
236,BP GLOBAL INVESTMENTS LIMITED,263889,"3,194,981",TRUE,TRUE,FALSE
237,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"3,194,000",TRUE,TRUE,FALSE
238,MANAGED PENSION FUNDS LIMITED,4486031,"3,183,129",TRUE,TRUE,FALSE
239,CHEMCHINA UK LIMITED,9385489,"3,181,176",TRUE,TRUE,FALSE
240,VIIV HEALTHCARE TRADING SERVICES UK LIMITED,6982415,"3,176,074",TRUE,TRUE,FALSE
241,MORGAN STANLEY & CO. INTERNATIONAL PLC,2068222,"3,169,071",TRUE,TRUE,FALSE
242,EXPERIAN PLC,JE93905,"3,164,000",TRUE,TRUE,FALSE
243,NATIONAL GRID GAS PLC,2006000,"3,152,000",TRUE,TRUE,FALSE
244,DELOITTE LLP,OC303675,"3,140,000",TRUE,TRUE,FALSE
245,PERSIMMON PUBLIC LIMITED COMPANY,1818486,"3,136,800",TRUE,TRUE,FALSE
246,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"3,130,000",TRUE,TRUE,FALSE
247,BOPARAN HOLDINGS LIMITED,3558065,"3,129,800",TRUE,TRUE,TRUE
248,BOPARAN HOLDCO LIMITED,7495915,"3,129,800",TRUE,TRUE,TRUE
249,EDF ENERGY NUCLEAR GENERATION LIMITED,3076445,"3,114,000",TRUE,TRUE,FALSE
250,ANGLO PLATINUM MARKETING LIMITED,6726161,"3,103,069",TRUE,TRUE,FALSE
251,DHL SUPPLY CHAIN LIMITED,528867,"3,086,252",TRUE,TRUE,FALSE
252,ITV PLC,4967001,"3,064,000",TRUE,TRUE,FALSE
253,SONY EUROPE LIMITED,2422874,"3,037,858",TRUE,TRUE,FALSE
254,MASH HOLDINGS LIMITED,6861426,"3,035,504",TRUE,TRUE,FALSE
255,BP OIL UK LIMITED,446915,"3,030,000",TRUE,TRUE,FALSE
256,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,018,371",TRUE,TRUE,FALSE
257,SERCO GROUP PLC,2048608,"3,011,000",TRUE,TRUE,FALSE
258,U K INSURANCE LIMITED,1179980,"3,000,600",TRUE,TRUE,TRUE
259,DIRECT LINE INSURANCE GROUP PLC,2280426,"3,000,600",TRUE,TRUE,TRUE
260,DRAX GROUP PLC,5562053,"2,949,800",TRUE,TRUE,FALSE
261,SMITHS GROUP PLC,137013,"2,949,000",TRUE,TRUE,FALSE
262,PRIMARK STORES LIMITED,453448,"2,942,692",TRUE,TRUE,FALSE
263,ANTOFAGASTA PLC,1627889,"2,935,403",FALSE,TRUE,FALSE
264,AVIVA GROUP HOLDINGS LIMITED,1555746,"2,932,000",FALSE,TRUE,FALSE
265,WHITBREAD GROUP PLC,29423,"2,921,800",FALSE,TRUE,TRUE
266,WHITBREAD PLC,4120344,"2,921,800",FALSE,TRUE,TRUE
267,PENTLAND CAPITAL LIMITED,793577,"2,912,800",FALSE,TRUE,FALSE
268,FRASERS GROUP PLC,6035106,"2,904,325",FALSE,TRUE,FALSE
269,CENTRICA ENERGY MARKETING LIMITED,8807923,"2,870,800",FALSE,TRUE,FALSE
270,SCOTTISHPOWER ENERGY MANAGEMENT LIMITED,SC215843,"2,868,800",FALSE,TRUE,FALSE
271,TI FLUID SYSTEMS PLC,9402231,"2,864,745",FALSE,TRUE,FALSE
272,SIG PLC,998314,"2,845,200",FALSE,TRUE,FALSE
273,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"2,838,000",FALSE,TRUE,FALSE
274,BRITISH GAS LIMITED,8811254,"2,837,800",FALSE,TRUE,FALSE
275,BESTWAY (HOLDINGS) LIMITED,1392861,"2,812,703",FALSE,TRUE,FALSE
276,FGP TOPCO LIMITED,5723961,"2,809,000",FALSE,TRUE,TRUE
277,HEATHROW AIRPORT HOLDINGS LIMITED,5757208,"2,809,000",FALSE,TRUE,TRUE
278,SUBSEA 7 INTERNATIONAL HOLDINGS (UK) LIMITED,9201671,"2,807,703",FALSE,TRUE,FALSE
279,HEATHROW (SP) LIMITED,6458621,"2,807,000",FALSE,TRUE,TRUE
280,HEATHROW FINANCE PLC,6458635,"2,807,000",FALSE,TRUE,TRUE
281,RICOH EUROPE HOLDINGS PLC,6273215,"2,788,400",FALSE,TRUE,FALSE
282,BURBERRY GROUP PLC,3458224,"2,514,700",FALSE,TRUE,FALSE
283,HEATHROW AIRPORT LIMITED,1991017,"2,760,000",FALSE,TRUE,FALSE
284,RPC GROUP LIMITED,2578443,"1,642,400",FALSE,TRUE,FALSE
285,ECOM AGROTRADE LIMITED,3576004,"2,743,287",FALSE,TRUE,FALSE
286,EFFEM HOLDINGS LIMITED,3689160,"3,018,467",FALSE,TRUE,FALSE
287,BMW (UK) MANUFACTURING LIMITED,3950868,"2,731,538",FALSE,TRUE,FALSE
288,TRAVIS PERKINS TRADING COMPANY LIMITED,733503,"2,728,000",FALSE,TRUE,FALSE
289,BP GAS MARKETING LIMITED,908982,"2,696,470",FALSE,TRUE,FALSE
290,VIRGIN ATLANTIC TWO LIMITED,3552500,"2,689,900",FALSE,TRUE,TRUE
291,VIRGIN ATLANTIC LIMITED,8867781,"2,689,900",FALSE,TRUE,TRUE
292,LANNIS LIMITED,7875222,"2,674,700",FALSE,TRUE,FALSE
293,PRAX LINDSEY OIL REFINERY LIMITED,564599,"2,194,355",FALSE,TRUE,FALSE
294,ICELAND FOODS LIMITED,1107406,"2,658,332",FALSE,TRUE,FALSE
295,SK ENERGY EUROPE LIMITED,4138778,"2,647,579",FALSE,TRUE,FALSE
296,JUST GROUP PLC,8568957,"3,940,900",FALSE,TRUE,FALSE
297,J.C.B. SERVICE,564955,"2,620,900",FALSE,TRUE,FALSE
298,DENTSU INTERNATIONAL LIMITED,1403668,"2,586,600",FALSE,TRUE,FALSE
299,PENSION INSURANCE CORPORATION PLC,5706720,"2,574,000",FALSE,TRUE,FALSE
300,INTERTEK GROUP PLC,4267576,"2,567,000",FALSE,TRUE,FALSE
301,MORGAN SINDALL GROUP PLC,521970,"2,561,600",FALSE,TRUE,FALSE
302,TOYOTA MOTOR MANUFACTURING (UK) LIMITED,2352348,"2,559,579",FALSE,TRUE,FALSE
303,EYGS LLP,OC301032,"2,547,000",FALSE,TRUE,FALSE
304,ASHTEAD GROUP PUBLIC LIMITED COMPANY,1807982,"2,545,700",FALSE,TRUE,FALSE
305,ACCENTURE (UK) LIMITED,4757301,"2,540,527",FALSE,TRUE,FALSE
