,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2013",top_250_2013,top_500_2013,dup_2013
98,SAFEWAY STORES LIMITED,746956,"9,544,000",TRUE,TRUE,FALSE
99,BALFOUR BEATTY PLC,395826,"8,745,000",TRUE,TRUE,FALSE
100,TATA STEEL UK HOLDINGS LIMITED,5887351,"8,706,000",TRUE,TRUE,TRUE
101,TATA STEEL EUROPE LIMITED,5957565,"8,706,000",TRUE,TRUE,TRUE
102,EVRAZ PLC,7784342,"8,701,000",TRUE,TRUE,FALSE
103,RSA INSURANCE GROUP LIMITED,2339826,"8,594,000",TRUE,TRUE,FALSE
104,SANTANDER UK PLC,2294747,"8,536,000",TRUE,TRUE,FALSE
105,EIM (FX) LIMITED,8015524,"8,465,613",TRUE,TRUE,FALSE
106,JOHN LEWIS PLC,233462,"8,465,500",TRUE,TRUE,TRUE
107,JOHN LEWIS PARTNERSHIP PLC,238937,"8,465,500",TRUE,TRUE,TRUE
108,EDF ENERGY HOLDINGS LIMITED,6930266,"8,311,000",TRUE,TRUE,FALSE
109,SCOTTISH POWER UK PLC,SC117120,"8,230,700",TRUE,TRUE,TRUE
110,SCOTTISH POWER LIMITED,SC193794,"8,230,700",TRUE,TRUE,TRUE
111,SCOTTISH POWER UK HOLDINGS LIMITED,SC232909,"8,230,700",TRUE,TRUE,TRUE
112,CHRYSAOR PRODUCTION (U.K.) LIMITED,524868,"8,205,300",TRUE,TRUE,FALSE
113,E.ON ENERGY SOLUTIONS LIMITED,3407430,"8,133,000",TRUE,TRUE,FALSE
114,SHELL U.K. LIMITED,140141,"7,905,000",TRUE,TRUE,FALSE
115,HSBC FINANCE (NETHERLANDS),2815114,"7,899,724",TRUE,TRUE,FALSE
116,ABU DHABI PETROLEUM COMPANY LIMITED,319011,,FALSE,FALSE,FALSE
117,ROYAL MAIL GROUP LIMITED,4138203,"7,758,000",TRUE,TRUE,FALSE
118,VOLKSWAGEN GROUP UNITED KINGDOM LIMITED,514809,"7,619,500",TRUE,TRUE,FALSE
119,G4S LIMITED,4992207,"7,428,000",TRUE,TRUE,FALSE
120,SCOTTISH EQUITABLE PLC,SC144517,"7,331,700",TRUE,TRUE,FALSE
121,SKY LIMITED,2247735,"7,235,000",TRUE,TRUE,FALSE
122,JAGUAR LAND ROVER LIMITED,1672070,"7,214,300",TRUE,TRUE,FALSE
123,GKN HOLDINGS LIMITED,66549,"7,136,000",TRUE,TRUE,TRUE
124,GKN LIMITED,4191106,"7,136,000",TRUE,TRUE,TRUE
125,AON GLOBAL LIMITED,7876075,"7,133,370",TRUE,TRUE,FALSE
126,SKY UK LIMITED,2906991,"6,985,000",TRUE,TRUE,FALSE
127,JAGUAR LAND ROVER HOLDINGS LIMITED,4019301,"6,956,800",TRUE,TRUE,FALSE
128,FIRSTGROUP PLC,SC157176,"6,900,900",TRUE,TRUE,FALSE
129,BRITISH UNITED PROVIDENT ASSOCIATION LIMITED(THE),432511,"6,858,700",TRUE,TRUE,FALSE
130,SW FUNDING PLC,SC199549,"6,848,000",TRUE,TRUE,FALSE
131,ESSAR OIL (UK) LIMITED,7071400,"6,722,510",TRUE,TRUE,FALSE
132,EE LIMITED,2382161,"6,482,000",TRUE,TRUE,FALSE
133,THE PRUDENTIAL ASSURANCE COMPANY LIMITED,15454,"6,635,000",TRUE,TRUE,FALSE
134,HSBC INVESTMENT COMPANY LIMITED,4308091,"6,547,727",TRUE,TRUE,FALSE
135,INCHCAPE PLC,609782,"6,524,900",TRUE,TRUE,FALSE
136,SCOTTISHPOWER ENERGY MANAGEMENT LIMITED,SC215843,"6,370,300",TRUE,TRUE,FALSE
137,BOOTS UK LIMITED,928555,"6,204,000",TRUE,TRUE,FALSE
138,EDF ENERGY CUSTOMERS LIMITED,2228297,"6,306,700",TRUE,TRUE,FALSE
139,JOHN SWIRE & SONS LIMITED,133143,"6,253,000",TRUE,TRUE,FALSE
140,NETWORK RAIL INFRASTRUCTURE LIMITED,2904587,"6,221,000",TRUE,TRUE,FALSE
141,NETWORK RAIL LIMITED,4402220,"6,197,000",TRUE,TRUE,FALSE
142,WORLD FIRST UK LIMITED,5022388,"4,706,238",TRUE,TRUE,FALSE
143,BUNZL PUBLIC LIMITED COMPANY,358948,"6,097,700",TRUE,TRUE,FALSE
144,REED ELSEVIER PLC/NV,#0060747,"6,035,000",TRUE,TRUE,FALSE
145,RELX GROUP PLC,2746616,"6,012,000",TRUE,TRUE,FALSE
146,RIO TINTO INTERNATIONAL HOLDINGS LIMITED,425864,"6,009,274",TRUE,TRUE,FALSE
147,BAE SYSTEMS (OPERATIONS) LIMITED,1996687,"5,988,000",TRUE,TRUE,FALSE
148,J.P. MORGAN CAPITAL HOLDINGS LIMITED,3871969,"5,980,197",TRUE,TRUE,FALSE
149,ERNST & YOUNG EUROPE LLP,OC338303,"5,691,781",TRUE,TRUE,FALSE
150,MMO2 LIMITED,4190833,"5,678,000",TRUE,TRUE,FALSE
151,EDF ENERGY LIMITED,2366852,"5,626,800",TRUE,TRUE,FALSE
152,J.P. MORGAN CHASE (UK) HOLDINGS LIMITED,1213086,"5,585,341",TRUE,TRUE,FALSE
153,BP (ABU DHABI) LIMITED,735658,"5,535,243",TRUE,TRUE,FALSE
154,TELEFONICA UK LIMITED,1743099,"5,535,000",TRUE,TRUE,FALSE
155,HOME RETAIL GROUP LIMITED,5863533,"5,475,400",TRUE,TRUE,FALSE
156,WAITROSE LIMITED,99405,"5,416,100",TRUE,TRUE,FALSE
157,MONDI PLC,6209386,"5,388,000",TRUE,TRUE,FALSE
158,AVIVA LIFE & PENSIONS UK LIMITED,3253947,"5,367,000",TRUE,TRUE,FALSE
159,CEVA GROUP LIMITED,5900853,"5,336,938",TRUE,TRUE,FALSE
160,ALDI STORES LIMITED,2321869,"5,271,853",TRUE,TRUE,FALSE
161,LEGAL & GENERAL GROUP PLC,1417162,"5,270,000",TRUE,TRUE,FALSE
162,CISCO INTERNATIONAL LIMITED,6640658,"5,167,329",TRUE,TRUE,FALSE
163,TRAVIS PERKINS PLC,824821,"5,148,700",TRUE,TRUE,FALSE
164,PEARSON PLC,53723,"5,069,000",TRUE,TRUE,FALSE
165,VODAFONE LIMITED,1471587,"5,062,500",TRUE,TRUE,FALSE
166,MANAGED PENSION FUNDS LIMITED,4486031,"5,055,163",TRUE,TRUE,FALSE
167,IMPERIAL TOBACCO LIMITED,1860181,"5,025,000",TRUE,TRUE,FALSE
168,LEGAL & GENERAL PENSIONS LIMITED,5935873,"4,972,000",TRUE,TRUE,FALSE
169,NISSAN MOTOR MANUFACTURING (UK) LIMITED,1806912,"4,962,649",TRUE,TRUE,FALSE
170,NOBLE CLEAN FUELS LIMITED,6810620,"4,912,530",TRUE,TRUE,FALSE
171,SCOTTISH WIDOWS UNIT FUNDS LIMITED,SC074809,"4,860,850",TRUE,TRUE,FALSE
172,EXXONMOBIL GAS MARKETING EUROPE LIMITED,2517230,"4,830,000",TRUE,TRUE,FALSE
173,BP GAS MARKETING LIMITED,908982,"4,802,774",TRUE,TRUE,FALSE
174,GALLAHER LIMITED,1501573,"4,797,000",TRUE,TRUE,FALSE
175,AVIVA INSURANCE LIMITED,SC002116,"4,757,000",TRUE,TRUE,FALSE
176,VUKH LIMITED,3160887,"3,548,000",TRUE,TRUE,TRUE
177,VIRGIN HOLDINGS LIMITED,3609453,"3,548,000",TRUE,TRUE,TRUE
178,ST. JAMES'S PLACE UK PLC,2628062,"4,655,019",TRUE,TRUE,FALSE
179,BLUE OCEAN ASSOCIATES LIMITED,2834943,"4,667,532",TRUE,TRUE,FALSE
180,CERTAS ENERGY UK LIMITED,4168225,"4,608,647",TRUE,TRUE,FALSE
181,HARVEST ENERGY LIMITED,2999020,"4,536,054",TRUE,TRUE,FALSE
182,ASTRAZENECA UK LIMITED,3674842,"4,471,000",TRUE,TRUE,FALSE
183,BP OIL UK LIMITED,446915,"4,430,000",TRUE,TRUE,FALSE
184,TATA STEEL UK LIMITED,2280000,"4,384,000",TRUE,TRUE,FALSE
185,EASYJET AIRLINE COMPANY LIMITED,3034606,"4,302,000",TRUE,TRUE,FALSE
186,SERCO GROUP PLC,2048608,"4,288,100",TRUE,TRUE,FALSE
187,HONDA MOTOR EUROPE LIMITED,857969,"4,280,066",TRUE,TRUE,FALSE
188,MORGAN STANLEY INTERNATIONAL LIMITED,3584019,"4,258,890",TRUE,TRUE,FALSE
189,EASYJET PLC,3959649,"4,258,000",TRUE,TRUE,FALSE
190,PALMER & HARVEY (HOLDINGS) PLC,6470058,"4,232,700",TRUE,TRUE,FALSE
191,BARCLAYS EXECUTION SERVICES LIMITED,1767980,"4,204,904",TRUE,TRUE,FALSE
192,PALMER & HARVEY MCLANE LIMITED,1874153,"4,170,703",TRUE,TRUE,FALSE
193,RIO TINTO SOUTH EAST ASIA LIMITED,3699290,"4,167,723",TRUE,TRUE,FALSE
194,RIO TINTO AUSTRALIAN HOLDINGS LIMITED,464176,"4,167,470",TRUE,TRUE,FALSE
195,MERCEDES-BENZ CARS UK LIMITED,2448457,"4,166,973",TRUE,TRUE,FALSE
196,BMW (UK) LIMITED,1378137,"4,164,873",TRUE,TRUE,FALSE
197,CARNIVAL PLC,4039524,"4,155,000",TRUE,TRUE,FALSE
198,TRANSPORT TRADING LIMITED,3914810,"4,137,700",TRUE,TRUE,FALSE
199,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"4,133,300",TRUE,TRUE,FALSE
200,VIRGIN MEDIA FINANCE PLC,5061787,"4,002,800",TRUE,TRUE,FALSE
201,CURRYS GROUP LIMITED,504877,"3,997,900",TRUE,TRUE,FALSE
202,BOOKER GROUP LIMITED,5145685,"3,992,200",TRUE,TRUE,FALSE
203,KPMG EUROPE LLP,OC324045,"4,182,897",TRUE,TRUE,FALSE
204,AMEC FOSTER WHEELER LIMITED,1675285,"3,974,000",TRUE,TRUE,FALSE
205,IBM UNITED KINGDOM LIMITED,741598,"3,954,300",TRUE,TRUE,FALSE
206,INTEL CORPORATION (UK) LIMITED,1134945,"3,947,537",TRUE,TRUE,FALSE
207,REXAM LIMITED,191285,"3,943,000",TRUE,TRUE,FALSE
208,NPOWER LIMITED,3653277,"3,939,500",TRUE,TRUE,FALSE
209,CAPITA PLC,2081330,"3,896,200",TRUE,TRUE,FALSE
210,MURPHY PETROLEUM LIMITED,811102,"3,894,120",TRUE,TRUE,FALSE
211,EURASIAN NATURAL RESOURCES CORPORATION LIMITED,6023510,"3,881,543",TRUE,TRUE,FALSE
212,TUI UK LIMITED,2830117,"3,881,000",TRUE,TRUE,FALSE
213,MURCO PETROLEUM LIMITED,677691,"3,875,926",TRUE,TRUE,FALSE
214,JOHN WOOD GROUP PLC,SC036219,"3,851,778",TRUE,TRUE,FALSE
215,DHL SUPPLY CHAIN LIMITED,528867,"3,850,546",TRUE,TRUE,FALSE
216,PENDRAGON PLC,2304195,"3,848,900",TRUE,TRUE,FALSE
217,SONY EUROPE LIMITED,2422874,"3,829,974",TRUE,TRUE,FALSE
218,PETROFAC LTD,JE81792,"3,821,000",TRUE,TRUE,FALSE
219,MOORGATE INDUSTRIES LIMITED,1038435,"3,806,613",TRUE,TRUE,FALSE
220,AIRBUS OPERATIONS LIMITED,3468788,"3,800,000",TRUE,TRUE,FALSE
221,BOOKER LIMITED,197380,"3,756,100",TRUE,TRUE,FALSE
222,ARGOS LIMITED,1081551,"3,752,634",TRUE,TRUE,FALSE
223,J.P. MORGAN SECURITIES PLC,2711006,"3,699,503",TRUE,TRUE,FALSE
224,HAYS PLC,2150950,"3,696,900",TRUE,TRUE,FALSE
225,VAUXHALL MOTORS LIMITED,135767,"3,677,900",TRUE,TRUE,FALSE
226,DS SMITH PLC,1377658,"3,669,300",TRUE,TRUE,FALSE
227,MARTIN-BROWER UK HOLDINGS LTD.,7972753,"3,656,637",TRUE,TRUE,FALSE
228,SONY GLOBAL TREASURY SERVICES PLC,4120046,"3,651,400",TRUE,TRUE,FALSE
229,PETCO TRADING (UK) LIMITED,6695912,"3,642,208",TRUE,TRUE,FALSE
230,B&Q LIMITED,973387,"3,637,900",TRUE,TRUE,FALSE
231,DIMENSION DATA HOLDINGS LIMITED,3704278,"3,612,377",TRUE,TRUE,FALSE
232,ANTOFAGASTA PLC,1627889,"3,605,385",TRUE,TRUE,FALSE
233,24/7 LONDON (GRP) UK LTD,8225516,"3,595,313",TRUE,TRUE,FALSE
234,INVESTEC PLC,3633621,"3,580,615",TRUE,TRUE,FALSE
235,NEXT PLC,4412362,"3,562,800",TRUE,TRUE,FALSE
236,INEOS COMMERCIAL SERVICES UK LIMITED,7445497,"3,558,683",TRUE,TRUE,FALSE
237,GOLDMAN SACHS GROUP UK LIMITED,8657873,"3,535,815",TRUE,TRUE,FALSE
238,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"3,527,000",TRUE,TRUE,FALSE
239,DE BEERS UK LIMITED,2054170,"3,525,662",TRUE,TRUE,FALSE
240,DIRECT LINE INSURANCE GROUP PLC,2280426,"3,523,300",TRUE,TRUE,FALSE
241,GUARDIAN ROYAL EXCHANGE PUBLIC LIMITED COMPANY,1821312,"3,514,000",TRUE,TRUE,FALSE
242,MOTABILITY OPERATIONS GROUP PLC,6541091,"3,471,100",TRUE,TRUE,FALSE
243,PAG INTERNATIONAL LIMITED,4334322,"3,454,980",TRUE,TRUE,FALSE
244,AIR BERLIN PLC,5643814,"3,449,912",TRUE,TRUE,FALSE
245,MERRILL LYNCH UK HOLDINGS LIMITED,6657954,"3,428,727",TRUE,TRUE,FALSE
246,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,423,500",TRUE,TRUE,FALSE
247,CHEVRON PRODUCTS UK LIMITED,3600726,"3,372,842",TRUE,TRUE,FALSE
248,PENSION INSURANCE CORPORATION PLC,5706720,"3,340,000",TRUE,TRUE,FALSE
249,CARILLION PLC,3782379,"3,332,600",TRUE,TRUE,FALSE
250,AIG EUROPE LIMITED,1486260,"3,331,100",TRUE,TRUE,FALSE
251,TATE & LYLE PUBLIC LIMITED COMPANY,76535,"3,256,000",TRUE,TRUE,FALSE
252,DARTY LIMITED,4232413,"3,221,074",TRUE,TRUE,FALSE
253,SYTNER GROUP LIMITED,2883766,"3,220,886",TRUE,TRUE,FALSE
254,SANTANDER FINANCIAL SERVICES PLC,2338548,"3,210,000",TRUE,TRUE,FALSE
255,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"3,072,000",FALSE,TRUE,FALSE
256,EDF ENERGY NUCLEAR GENERATION LIMITED,3076445,"3,198,000",TRUE,TRUE,FALSE
257,U K INSURANCE LIMITED,1179980,"3,142,200",TRUE,TRUE,FALSE
258,GOLDMAN SACHS INTERNATIONAL,2263951,"3,113,378",TRUE,TRUE,FALSE
259,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,2366977,"3,111,000",TRUE,TRUE,FALSE
260,SMITHS GROUP PLC,137013,"3,108,600",TRUE,TRUE,FALSE
261,EXPERIAN PLC,JE93905,"3,105,000",TRUE,TRUE,FALSE
262,VIRGIN ATLANTIC TWO LIMITED,3552500,"2,570,600",FALSE,TRUE,FALSE
263,BLACKBERRY UK LIMITED,4022422,"3,073,115",TRUE,TRUE,FALSE
264,COMPUTACENTER PLC,3110569,"3,072,075",FALSE,TRUE,FALSE
265,SEFE MARKETING & TRADING LIMITED,3768267,"3,046,045",FALSE,TRUE,FALSE
266,NATIONAL GRID GAS PLC,2006000,"3,037,000",FALSE,TRUE,FALSE
267,BABCOCK INTERNATIONAL GROUP PLC,2342138,"3,029,400",FALSE,TRUE,FALSE
268,BRAKE BROS LIMITED,2035315,"3,020,100",FALSE,TRUE,TRUE
269,CUCINA ACQUISITION (UK) LIMITED,6279225,"3,020,100",FALSE,TRUE,TRUE
270,CUCINA FINANCE (UK) LIMITED,6305253,"3,020,100",FALSE,TRUE,TRUE
271,CUCINA LUX INVESTMENTS LIMITED,6305255,"3,020,100",FALSE,TRUE,TRUE
272,RICOH EUROPE HOLDINGS PLC,6273215,"3,010,100",FALSE,TRUE,FALSE
273,BALFOUR BEATTY GROUP LIMITED,101073,"2,995,000",FALSE,TRUE,FALSE
274,SHIRE PLC,JE99854,"2,979,110",FALSE,TRUE,FALSE
275,VALARIS PLC,7023598,"2,970,356",FALSE,TRUE,FALSE
276,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"2,918,887",FALSE,TRUE,FALSE
277,BOPARAN HOLDINGS LIMITED,3558065,"2,884,600",FALSE,TRUE,TRUE
278,BOPARAN HOLDCO LIMITED,7495915,"2,884,600",FALSE,TRUE,TRUE
279,EUROPEAN METAL RECYCLING LIMITED,2954623,"2,810,000",FALSE,TRUE,FALSE
280,STAGECOACH GROUP LIMITED,SC100764,"2,804,800",FALSE,TRUE,FALSE
281,ANGLO PLATINUM MARKETING LIMITED,6726161,"2,773,992",FALSE,TRUE,FALSE
282,MOTABILITY LEASING LIMITED,6542987,"2,765,654",FALSE,TRUE,FALSE
283,SK ENERGY EUROPE LIMITED,4138778,"2,745,697",FALSE,TRUE,FALSE
284,TAVETA INVESTMENTS LIMITED,4464926,"2,735,576",FALSE,TRUE,FALSE
285,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"2,734,000",FALSE,TRUE,FALSE
286,SIG PLC,998314,"2,719,800",FALSE,TRUE,FALSE
287,EFFEM HOLDINGS LIMITED,3689160,"2,790,930",FALSE,TRUE,FALSE
288,ALLSTAR BUSINESS SOLUTIONS LIMITED,2631112,"2,710,274",FALSE,TRUE,FALSE
289,PRICEWATERHOUSECOOPERS LLP,OC303525,"2,689,000",FALSE,TRUE,FALSE
290,BP EXPLORATION (ANGOLA) LIMITED,615393,"2,686,507",FALSE,TRUE,FALSE
291,J.C.B. SERVICE,564955,"2,684,000",FALSE,TRUE,FALSE
292,UK ASSET RESOLUTION LIMITED,7301961,,FALSE,FALSE,FALSE
293,VIRGIN ATLANTIC AIRWAYS LIMITED,1600117,"2,233,900",FALSE,TRUE,FALSE
294,BP EXPLORATION COMPANY LIMITED,SC000792,"2,671,617",FALSE,TRUE,FALSE
295,SIEMENS PUBLIC LIMITED COMPANY,727817,"2,664,590",FALSE,TRUE,FALSE
296,FGP TOPCO LIMITED,5723961,"2,652,000",FALSE,TRUE,TRUE
297,HEATHROW AIRPORT HOLDINGS LIMITED,5757208,"2,652,000",FALSE,TRUE,TRUE
298,SMITH & NEPHEW PLC,324357,"2,627,000",FALSE,TRUE,FALSE
299,ENTSERV UK LIMITED,53419,"2,373,225",FALSE,TRUE,FALSE
300,BARRATT DEVELOPMENTS P L C,604574,"2,606,200",FALSE,TRUE,FALSE
301,ICELAND FOODS LIMITED,1107406,"2,604,669",FALSE,TRUE,FALSE
302,AAH PHARMACEUTICALS LIMITED,123458,"2,691,055",FALSE,TRUE,FALSE
303,ALLIANZ EUROPE LIMITED,1571671,"2,590,108",FALSE,TRUE,FALSE
304,PRIMARK STORES LIMITED,453448,"2,583,515",FALSE,TRUE,FALSE
