,Company name,Registered number,"Operating revenue (Turnover)
th GBP 2017",top_250_2017,top_500_2017,dup_2017
208,AB INBEV HOLDINGS EUROPE LIMITED,4763363,"4,168,624",TRUE,TRUE,FALSE
209,KIER GROUP PLC,2708030,"4,128,800",TRUE,TRUE,FALSE
210,NEXT PLC,4412362,"4,097,300",TRUE,TRUE,FALSE
211,BRITISH GAS LIMITED,8811254,"4,049,400",TRUE,TRUE,FALSE
212,BRAKE BROS LIMITED,2035315,"5,997,600",TRUE,TRUE,FALSE
213,JOHN WOOD GROUP PLC,SC036219,"3,989,351",TRUE,TRUE,FALSE
214,TAYLOR WIMPEY PLC,296805,"3,965,200",TRUE,TRUE,FALSE
215,ARGOS LIMITED,1081551,"4,285,775",TRUE,TRUE,FALSE
216,STAGECOACH GROUP LIMITED,SC100764,"3,941,200",TRUE,TRUE,FALSE
217,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386,"3,931,414",TRUE,TRUE,FALSE
218,ESSAR OIL (UK) LIMITED,7071400,"3,928,594",TRUE,TRUE,FALSE
219,KIER LIMITED,1611136,"3,870,600",TRUE,TRUE,FALSE
220,TAYLOR WIMPEY UK LIMITED,1392762,"3,857,825",TRUE,TRUE,FALSE
221,OM RESIDUAL UK LIMITED,3591559,"3,834,000",TRUE,TRUE,FALSE
222,COMPUTACENTER PLC,3110569,"3,793,371",TRUE,TRUE,FALSE
223,BP (ABU DHABI) LIMITED,735658,"3,791,721",TRUE,TRUE,FALSE
224,SCOTTISHPOWER ENERGY RETAIL LIMITED,SC190287,"3,770,100",TRUE,TRUE,FALSE
225,RPC GROUP LIMITED,2578443,"2,747,200",TRUE,TRUE,FALSE
226,MERRILL LYNCH INTERNATIONAL,2312079,"3,732,436",TRUE,TRUE,FALSE
227,IBM UNITED KINGDOM LIMITED,741598,"3,713,300",TRUE,TRUE,FALSE
228,VIIV HEALTHCARE TRADING SERVICES UK LIMITED,6982415,"3,712,998",TRUE,TRUE,FALSE
229,BOOKER LIMITED,197380,"3,700,500",TRUE,TRUE,FALSE
230,DRAX GROUP PLC,5562053,"3,685,200",TRUE,TRUE,FALSE
231,VAUXHALL MOTORS LIMITED,135767,"3,676,400",TRUE,TRUE,FALSE
232,PENSION INSURANCE CORPORATION PLC,5706720,"3,663,000",TRUE,TRUE,TRUE
233,PENSION INSURANCE CORPORATION GROUP LIMITED,9740110,"3,663,000",TRUE,TRUE,TRUE
234,INTERNATIONAL GAME TECHNOLOGY PLC,9127533,"3,652,536",TRUE,TRUE,FALSE
235,PENTLAND CAPITAL LIMITED,793577,"3,638,900",TRUE,TRUE,FALSE
236,CERTAS ENERGY UK LIMITED,4168225,"3,605,648",TRUE,TRUE,FALSE
237,B&Q LIMITED,973387,"3,582,800",TRUE,TRUE,FALSE
238,WEYBOURNE GROUP LIMITED,8445070,"3,536,000",TRUE,TRUE,FALSE
239,CHRYSAOR PRODUCTION HOLDINGS LIMITED,3629601,"3,531,600",TRUE,TRUE,FALSE
240,SMITH & NEPHEW PLC,324357,"3,524,000",TRUE,TRUE,FALSE
241,ANTOFAGASTA PLC,1627889,"3,512,350",TRUE,TRUE,FALSE
242,DYSON JAMES GROUP LIMITED,7086916,"3,504,000",TRUE,TRUE,FALSE
243,DELOITTE LLP,OC303675,"3,503,000",TRUE,TRUE,FALSE
244,BP OIL UK LIMITED,446915,"3,491,000",TRUE,TRUE,FALSE
245,THE GO-AHEAD GROUP LIMITED,2100855,"3,481,100",TRUE,TRUE,FALSE
246,EXPERIAN PLC,JE93905,"3,459,000",TRUE,TRUE,FALSE
247,NPOWER LIMITED,3653277,"3,441,000",TRUE,TRUE,FALSE
248,PERSIMMON PUBLIC LIMITED COMPANY,1818486,"3,422,300",TRUE,TRUE,FALSE
249,CHEMCHINA UK LIMITED,9385489,"3,392,570",TRUE,TRUE,FALSE
250,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,3446039,"3,370,000",TRUE,TRUE,FALSE
251,J.C.B. SERVICE,564955,"3,353,900",TRUE,TRUE,FALSE
252,MASH HOLDINGS LIMITED,6861426,"3,337,342",TRUE,TRUE,FALSE
253,SVF HOLDINGS (UK) LLP,OC416165,"2,780,832",TRUE,TRUE,FALSE
254,ROYAL & SUN ALLIANCE INSURANCE LIMITED,93792,"3,329,000",TRUE,TRUE,FALSE
255,DENTSU INTERNATIONAL LIMITED,1403668,"3,326,100",TRUE,TRUE,FALSE
256,SAMSUNG ELECTRONICS (UK) LIMITED,3086621,"3,322,125",TRUE,TRUE,FALSE
257,AUSURUS GROUP LTD,9123549,"3,296,000",TRUE,TRUE,FALSE
258,GLAXOSMITHKLINE SERVICES UNLIMITED,1047315,"3,294,000",TRUE,TRUE,FALSE
259,BOPARAN HOLDINGS LIMITED,3558065,"3,288,900",TRUE,TRUE,TRUE
260,BOPARAN HOLDCO LIMITED,7495915,"3,288,900",TRUE,TRUE,TRUE
261,AAH PHARMACEUTICALS LIMITED,123458,"3,288,490",TRUE,TRUE,FALSE
262,EUROPEAN METAL RECYCLING LIMITED,2954623,"3,288,000",TRUE,TRUE,FALSE
263,SMITHS GROUP PLC,137013,"3,280,000",TRUE,TRUE,FALSE
264,E D & F MAN SUGAR LIMITED,489204,"3,252,118",TRUE,TRUE,FALSE
265,INTERSERVE PLC,88456,"3,250,800",TRUE,TRUE,FALSE
266,FRASERS GROUP PLC,6035106,"3,245,300",TRUE,TRUE,FALSE
267,GLAXOSMITHKLINE INTELLECTUAL PROPERTY LIMITED,8283186,"3,218,821",TRUE,TRUE,FALSE
268,AVIVA GROUP HOLDINGS LIMITED,1555746,"3,208,000",TRUE,TRUE,FALSE
269,ANGLO PLATINUM MARKETING LIMITED,6726161,"3,199,042",FALSE,TRUE,FALSE
270,ASHTEAD GROUP PUBLIC LIMITED COMPANY,1807982,"3,186,800",FALSE,TRUE,FALSE
271,PRIMARK STORES LIMITED,453448,"3,171,714",FALSE,TRUE,FALSE
272,BP GAS MARKETING LIMITED,908982,"3,157,035",FALSE,TRUE,FALSE
273,LIBERTY COMMODITIES LIMITED,3349135,"3,010,692",FALSE,TRUE,FALSE
274,DHL SUPPLY CHAIN LIMITED,528867,"3,150,192",FALSE,TRUE,FALSE
275,PRICEWATERHOUSECOOPERS LLP,OC303525,"3,145,000",FALSE,TRUE,FALSE
276,U K INSURANCE LIMITED,1179980,"3,135,100",FALSE,TRUE,FALSE
277,DIRECT LINE INSURANCE GROUP PLC,2280426,"3,135,000",FALSE,TRUE,FALSE
278,DYSON TECHNOLOGY LIMITED,1959090,"3,132,300",FALSE,TRUE,FALSE
279,ITV PLC,4967001,"3,132,000",FALSE,TRUE,FALSE
280,AB INBEV HOLDINGS SA LIMITED,7817960,"3,120,753",FALSE,TRUE,FALSE
281,WHITBREAD GROUP PLC,29423,"3,106,000",FALSE,TRUE,TRUE
282,WHITBREAD PLC,4120344,"3,106,000",FALSE,TRUE,TRUE
283,TI FLUID SYSTEMS PLC,9402231,"3,103,298",FALSE,TRUE,FALSE
284,PHOENIX LIFE LIMITED,1016269,"3,103,000",FALSE,TRUE,FALSE
285,THE FOOTBALL ASSOCIATION PREMIER LEAGUE LIMITED,2719699,"3,096,972",FALSE,TRUE,FALSE
286,SONY EUROPE LIMITED,2422874,"3,091,767",FALSE,TRUE,FALSE
287,THE SHELL COMPANY OF THAILAND LIMITED,130588,"3,086,951",FALSE,TRUE,FALSE
288,RICOH EUROPE HOLDINGS PLC,6273215,"3,066,800",FALSE,TRUE,FALSE
289,BALFOUR BEATTY GROUP LIMITED,101073,"3,019,000",FALSE,TRUE,FALSE
290,EFFEM HOLDINGS LIMITED,3689160,,FALSE,TRUE,FALSE
291,JUST GROUP PLC,8568957,"2,970,700",FALSE,TRUE,FALSE
292,INOVYN LIMITED,8696245,"2,955,463",FALSE,TRUE,FALSE
293,SERCO GROUP PLC,2048608,"2,953,600",FALSE,TRUE,FALSE
294,BESTWAY (HOLDINGS) LIMITED,1392861,"2,947,721",FALSE,TRUE,FALSE
295,BMW (UK) MANUFACTURING LIMITED,3950868,"2,902,692",FALSE,TRUE,FALSE
296,FGP TOPCO LIMITED,5723961,"2,884,000",FALSE,TRUE,TRUE
297,HEATHROW AIRPORT HOLDINGS LIMITED,5757208,"2,884,000",FALSE,TRUE,TRUE
298,HEATHROW (SP) LIMITED,6458621,"2,884,000",FALSE,TRUE,TRUE
299,HEATHROW FINANCE PLC,6458635,"2,884,000",FALSE,TRUE,TRUE
300,SIG PLC,998314,"2,878,400",FALSE,TRUE,FALSE
301,HEATHROW AIRPORT LIMITED,1991017,"2,828,000",FALSE,TRUE,FALSE
302,VERTU MOTORS PLC,5984855,"2,822,589",FALSE,TRUE,FALSE
303,EYGS LLP,OC301032,"2,797,999",FALSE,TRUE,FALSE
304,MORGAN SINDALL GROUP PLC,521970,"2,792,700",FALSE,TRUE,FALSE
305,LANNIS LIMITED,7875222,"2,792,200",FALSE,TRUE,FALSE
